"CIDADE";"ESTADO";"CAPITAL";"IDHM";"IDHM_Renda";"IDHM_Longevidade";"IDHM_Educacao";"POPULACAO_ESTIMADA";"PIB";"regiao"
"Monsenhor Paulo";"MG";0;0.721;0.682;0.839;0.654;8648;205059;"Norte"
"Monsenhor Tabosa";"CE";0;0.61;0.545;0.773;0.538;17167;121447;"Nordeste"
"Montadas";"PB";0;0.59;0.545;0.748;0.505;5598;61496;"Nordeste"
"Montalvania";"MG";0;0.613;0.586;0.799;0.492;15012;125696;"Norte"
"Montanha";"ES";0;0.667;0.679;0.816;0.535;18770;339816;"Norte"
"Montanhas";"RN";0;0.557;0.553;0.7;0.447;11295;83154;"Nordeste"
"Montauri";"RS";0;0.764;0.79;0.852;0.662;1466;56499;"Sul"
"Monte Alegre";"PA";0;0.589;0.541;0.764;0.495;57900;671648;"Norte"
"Monte Alegre";"RN";0;0.609;0.578;0.77;0.507;22239;190887;"Nordeste"
"Monte Alegre De Goias";"GO";0;0.615;0.592;0.816;0.481;8527;81674;"Centro-Oeste"
"Monte Alegre De Minas";"MG";0;0.674;0.699;0.848;0.516;20999;576172;"Norte"
"Monte Alegre De Sergipe";"SE";0;0.553;0.539;0.726;0.431;15120;124191;"Nordeste"
"Monte Alegre Do Piaui";"PI";0;0.578;0.531;0.768;0.474;10611;107698;"Nordeste"
"Monte Alegre Do Sul";"SP";0;0.759;0.752;0.858;0.678;7964;192078;"Norte"
"Monte Alegre Dos Campos";"RS";0;0.65;0.667;0.822;0.501;3220;71067;"Sul"
"Monte Alto";"SP";0;0.768;0.746;0.859;0.707;50216;1747925;"Norte"
"Monte Aprazivel";"SP";0;0.785;0.781;0.861;0.72;0;42399;"Norte"
"Monte Azul";"MG";0;0.659;0.611;0.811;0.578;21017;183927;"Norte"
"Monte Azul Paulista";"SP";0;0.753;0.733;0.843;0.69;19050;490772;"Norte"
"Monte Belo";"MG";0;0.688;0.677;0.847;0.567;13180;255782;"Norte"
"Monte Belo Do Sul";"RS";0;0.752;0.752;0.852;0.663;2564;124077;"Sul"
"Monte Carlo";"SC";0;0.643;0.648;0.804;0.511;9824;159818;"Sul"
"Monte Carmelo";"MG";0;0.728;0.716;0.868;0.62;47682;1036024;"Norte"
"Monte Castelo";"SP";0;0.741;0.706;0.814;0.709;4166;89704;"Norte"
"Monte Castelo";"SC";0;0.675;0.641;0.826;0.581;8280;167974;"Sul"
"Monte Das Gameleiras";"RN";0;0.598;0.56;0.752;0.509;2127;18777;"Nordeste"
"Monte Do Carmo";"TO";0;0.622;0.608;0.808;0.489;7827;129389;"Norte"
"Monte Formoso";"MG";0;0.541;0.523;0.765;0.396;4889;31558;"Norte"
"Monte Horebe";"PB";0;0.587;0.579;0.755;0.463;4789;33496;"Nordeste"
"Monte Mor";"SP";0;0.733;0.713;0.863;0.639;58765;2260958;"Norte"
"Monte Negro";"RO";0;0.607;0.645;0.762;0.454;15695;242416;"Norte"
"Monte Santo";"BA";0;0.506;0.515;0.699;0.359;49565;310814;"Nordeste"
"Monte Santo De Minas";"MG";0;0.71;0.689;0.874;0.595;21534;438083;"Norte"
"Monte Santo Do Tocantins";"TO";0;0.62;0.572;0.76;0.547;2263;38956;"Norte"
"Monte Siao";"MG";0;0.724;0.732;0.878;0.59;23569;404583;"Norte"
"Monteiro";"PB";0;0.628;0.625;0.709;0.558;33007;449318;"Nordeste"
"Monteiro Lobato";"SP";0;0.71;0.692;0.826;0.627;4608;57846;"Norte"
"Monteiropolis";"AL";0;0.539;0.497;0.71;0.443;7153;52662;"Nordeste"
"Montenegro";"RS";0;0.755;0.761;0.866;0.654;64788;2949358;"Sul"
"Montes Altos";"MA";0;0.575;0.534;0.732;0.486;9209;60749;"Nordeste"
"Montes Claros";"MG";0;0.77;0.707;0.868;0.744;404804;8739987;"Norte"
"Montes Claros De Goias";"GO";0;0.707;0.704;0.806;0.622;8063;286465;"Centro-Oeste"
"Montezuma";"MG";0;0.587;0.587;0.809;0.425;8180;50823;"Norte"
"Montividiu";"GO";0;0.733;0.738;0.827;0.644;13115;728017;"Centro-Oeste"
"Montividiu Do Norte";"GO";0;0.613;0.578;0.816;0.488;4449;61487;"Centro-Oeste"
"Moncao";"MA";0;0.546;0.499;0.704;0.464;33201;190389;"Nordeste"
"Moncoes";"SP";0;0.772;0.731;0.814;0.773;2252;70990;"Norte"
"Morada Nova";"CE";0;0.61;0.569;0.758;0.525;62069;754066;"Nordeste"
"Morada Nova De Minas";"MG";0;0.696;0.688;0.83;0.59;8815;257536;"Norte"
"Moraujo";"CE";0;0.581;0.495;0.768;0.516;8689;72652;"Nordeste"
"Moreilandia";"PE";0;0.6;0.522;0.768;0.54;11270;79994;"Nordeste"
"Moreira Sales";"PR";0;0.675;0.673;0.802;0.57;12201;241789;"Sul"
"Moreno";"PE";0;0.652;0.61;0.805;0.564;62263;632356;"Nordeste"
"Mormaco";"RS";0;0.714;0.735;0.86;0.576;3056;85649;"Sul"
"Morpara";"BA";0;0.558;0.536;0.732;0.444;8542;60555;"Nordeste"
"Morretes";"PR";0;0.686;0.71;0.837;0.544;16366;301936;"Sul"
"Morrinhos";"CE";0;0.588;0.524;0.76;0.511;22354;134904;"Nordeste"
"Morrinhos";"GO";0;0.734;0.739;0.862;0.621;45716;1242959;"Centro-Oeste"
"Morrinhos Do Sul";"RS";0;0.711;0.72;0.842;0.593;2979;61975;"Sul"
"Morro Agudo";"SP";0;0.712;0.716;0.836;0.604;32641;1240390;"Norte"
"Morro Agudo De Goias";"GO";0;0.695;0.644;0.826;0.63;2264;35865;"Centro-Oeste"
"Morro Cabeca No Tempo";"PI";0;0.542;0.472;0.774;0.435;4533;26064;"Nordeste"
"Morro Da Fumaca";"SC";0;0.738;0.732;0.825;0.665;17642;591439;"Sul"
"Morro Da Garca";"MG";0;0.648;0.619;0.816;0.538;2488;168745;"Norte"
"Morro Do Chapeu";"BA";0;0.588;0.554;0.766;0.478;35383;299843;"Nordeste"
"Morro Do Chapeu Do Piaui";"PI";0;0.55;0.536;0.742;0.418;6781;42371;"Nordeste"
"Morro Do Pilar";"MG";0;0.597;0.622;0.809;0.422;3211;30342;"Norte"
"Morro Grande";"SC";0;0.701;0.742;0.847;0.548;2898;176092;"Sul"
"Morro Redondo";"RS";0;0.702;0.719;0.864;0.557;6546;96000;"Sul"
"Morro Reuter";"RS";0;0.743;0.733;0.858;0.653;6344;161009;"Sul"
"Morros";"MA";0;0.548;0.485;0.706;0.48;19292;111096;"Nordeste"
"Mortugaba";"BA";0;0.618;0.598;0.771;0.513;12031;86808;"Nordeste"
"Morungaba";"SP";0;0.715;0.726;0.802;0.627;13458;396690;"Norte"
"Mossoro";"RN";0;0.72;0.694;0.811;0.663;294076;5755477;"Nordeste"
"Mossamedes";"GO";0;0.706;0.696;0.811;0.623;4377;78818;"Centro-Oeste"
"Mostardas";"RS";0;0.664;0.701;0.849;0.493;12760;329717;"Sul"
"Motuca";"SP";0;0.741;0.685;0.859;0.691;4720;82173;"Norte"
"Mozarlandia";"GO";0;0.683;0.684;0.825;0.565;15444;458892;"Centro-Oeste"
"Muana";"PA";0;0.547;0.54;0.775;0.391;39783;235576;"Norte"
"Mucajai";"RR";0;0.665;0.661;0.813;0.547;0;14345;"Norte"
"Mucambo";"CE";0;0.607;0.565;0.732;0.541;14485;94202;"Nordeste"
"Mucuge";"BA";0;0.606;0.589;0.787;0.48;9244;390094;"Nordeste"
"Mucuri";"BA";0;0.665;0.679;0.801;0.541;41221;1991626;"Nordeste"
"Mucurici";"ES";0;0.666;0.617;0.828;0.577;5552;75949;"Norte"
"Muitos Capoes";"RS";0;0.702;0.711;0.873;0.558;3151;512576;"Sul"
"Muliterno";"RS";0;0.689;0.74;0.808;0.547;1888;49315;"Sul"
"Mulungu";"CE";0;0.607;0.551;0.759;0.534;12892;85121;"Nordeste"
"Mulungu";"PB";0;0.565;0.548;0.778;0.423;9878;68602;"Nordeste"
"Mulungu Do Morro";"BA";0;0.566;0.517;0.753;0.466;11114;81518;"Nordeste"
"Mundo Novo";"MS";0;0.686;0.707;0.808;0.565;18256;430165;"Centro-Oeste"
"Mundo Novo";"GO";0;0.634;0.642;0.812;0.488;5066;105252;"Centro-Oeste"
"Mundo Novo";"BA";0;0.59;0.606;0.791;0.429;26575;148578;"Nordeste"
"Munhoz";"MG";0;0.647;0.634;0.821;0.52;6065;77944;"Norte"
"Munhoz De Melo";"PR";0;0.726;0.704;0.856;0.634;3958;84947;"Sul"
"Muniz Ferreira";"BA";0;0.617;0.581;0.761;0.531;7399;48567;"Nordeste"
"Muniz Freire";"ES";0;0.645;0.637;0.821;0.512;17613;307074;"Norte"
"Muqui";"ES";0;0.694;0.673;0.802;0.619;15370;169477;"Norte"
"Muquem Do Sao Francisco";"BA";0;0.549;0.488;0.761;0.445;11280;127077;"Nordeste"
"Muriae";"MG";0;0.734;0.731;0.853;0.634;108113;2038885;"Norte"
"Muribeca";"SE";0;0.626;0.575;0.771;0.554;7610;80629;"Nordeste"
"Murici";"AL";0;0.527;0.542;0.685;0.395;28137;255695;"Nordeste"
"Murici Dos Portelas";"PI";0;0.53;0.489;0.777;0.391;9105;59814;"Nordeste"
"Muricilandia";"TO";0;0.596;0.543;0.745;0.524;3514;41380;"Norte"
"Muritiba";"BA";0;0.66;0.629;0.796;0.573;29387;288093;"Nordeste"
"Murutinga Do Sul";"SP";0;0.726;0.703;0.847;0.643;4466;58637;"Norte"
"Mutum";"MG";0;0.644;0.635;0.822;0.511;26997;342863;"Norte"
"Mutunopolis";"GO";0;0.68;0.668;0.806;0.584;3793;59145;"Centro-Oeste"
"Mutuipe";"BA";0;0.601;0.618;0.751;0.467;22156;210022;"Nordeste"
"Muzambinho";"MG";0;0.74;0.723;0.859;0.652;20594;458801;"Norte"
"Mucum";"RS";0;0.746;0.757;0.84;0.654;4948;242987;"Sul"
"Mario Campos";"MG";0;0.699;0.68;0.833;0.604;15207;154617;"Norte"
"Mancio Lima";"AC";0;0.625;0.58;0.77;0.546;18638;189424;"Norte"
"Mae D'Agua";"PB";0;0.542;0.52;0.712;0.429;4020;29877;"Nordeste"
"Mae Do Rio";"PA";0;0.599;0.615;0.763;0.458;29917;283476;"Norte"
"Nacip Raydan";"MG";0;0.585;0.64;0.831;0.377;3219;29413;"Norte"
"Nantes";"SP";0;0.714;0.655;0.79;0.702;3103;95465;"Norte"
"Nanuque";"MG";0;0.701;0.666;0.85;0.609;40839;645784;"Norte"
"Naque";"MG";0;0.675;0.632;0.822;0.592;6939;67707;"Norte"
"Narandiba";"SP";0;0.718;0.659;0.839;0.67;4809;229625;"Norte"
"Natal";"RN";1;0.763;0.768;0.835;0.694;877640;21845481;"Nordeste"
"Natalandia";"MG";0;0.671;0.641;0.846;0.557;3314;47677;"Norte"
"Natividade";"RJ";0;0.73;0.707;0.806;0.683;15324;251281;"Norte"
"Natividade";"TO";0;0.673;0.646;0.847;0.556;9239;124848;"Norte"
"Natividade Da Serra";"SP";0;0.655;0.664;0.814;0.52;6681;66404;"Norte"
"Natuba";"PB";0;0.541;0.516;0.71;0.432;10458;76883;"Nordeste"
"Natercia";"MG";0;0.693;0.677;0.805;0.612;4731;82492;"Norte"
"Navegantes";"SC";0;0.736;0.731;0.873;0.624;79285;3286546;"Sul"
"Navirai";"MS";0;0.7;0.715;0.803;0.597;54051;1505526;"Centro-Oeste"
"Nazareno";"MG";0;0.69;0.662;0.83;0.597;8555;241334;"Norte"
"Nazarezinho";"PB";0;0.562;0.528;0.747;0.449;7312;54169;"Nordeste"
"Nazare";"BA";0;0.641;0.637;0.777;0.532;28451;246709;"Nordeste"
"Nazare";"TO";0;0.643;0.584;0.792;0.576;3959;45332;"Norte"
"Nazare Da Mata";"PE";0;0.662;0.608;0.789;0.604;32366;460006;"Nordeste"
"Nazare Do Piaui";"PI";0;0.576;0.531;0.707;0.51;7356;45916;"Nordeste"
"Nazare Paulista";"SP";0;0.678;0.681;0.818;0.559;18346;310531;"Norte"
"Nazaria";"PI";0;0.602;0.546;0.78;0.512;8536;73598;"Nordeste"
"Nazario";"GO";0;0.71;0.702;0.808;0.631;9022;167449;"Centro-Oeste"
"Nepomuceno";"MG";0;0.667;0.658;0.822;0.549;26709;472198;"Norte"
"Neropolis";"GO";0;0.721;0.681;0.82;0.671;29293;645483;"Centro-Oeste"
"Neves Paulista";"SP";0;0.754;0.737;0.823;0.707;8936;188281;"Norte"
"Neopolis";"SE";0;0.589;0.575;0.702;0.505;18735;239101;"Nordeste"
"Nhamunda";"AM";0;0.586;0.513;0.779;0.503;20899;133331;"Norte"
"Nhandeara";"SP";0;0.751;0.755;0.835;0.672;11427;284482;"Norte"
"Nicolau Vergueiro";"RS";0;0.753;0.772;0.839;0.66;1689;85324;"Sul"
"Nilo Pecanha";"BA";0;0.547;0.531;0.762;0.404;13914;129704;"Nordeste"
"Nilopolis";"RJ";0;0.753;0.731;0.817;0.716;162269;2540316;"Norte"
"Nina Rodrigues";"MA";0;0.585;0.474;0.774;0.547;14264;61066;"Nordeste"
"Ninheira";"MG";0;0.556;0.525;0.784;0.418;10263;74733;"Norte"
"Nioaque";"MS";0;0.639;0.658;0.822;0.483;14085;250413;"Centro-Oeste"
"Nipoa";"SP";0;0.713;0.701;0.814;0.636;5126;86712;"Norte"
"Niquelandia";"GO";0;0.715;0.709;0.806;0.64;46039;932779;"Centro-Oeste"
"Niteroi";"RJ";0;0.837;0.887;0.854;0.773;511786;23003343;"Norte"
"Nobres";"MT";0;0.699;0.675;0.827;0.611;15338;532807;"Centro-Oeste"
"Nonoai";"RS";0;0.702;0.703;0.833;0.591;11760;358772;"Sul"
"Nordestina";"BA";0;0.56;0.507;0.743;0.467;13095;102198;"Nordeste"
"Normandia";"RR";0;0.594;0.52;0.801;0.502;11045;129666;"Norte"
"Nortelandia";"MT";0;0.702;0.653;0.793;0.668;6056;115872;"Centro-Oeste"
"Nossa Senhora Aparecida";"SE";0;0.577;0.577;0.774;0.43;8783;130890;"Nordeste"
"Nossa Senhora Da Gloria";"SE";0;0.587;0.591;0.75;0.456;36514;517215;"Nordeste"
"Nossa Senhora Das Dores";"SE";0;0.6;0.579;0.749;0.497;26460;282736;"Nordeste"
"Nossa Senhora Das Gracas";"PR";0;0.709;0.679;0.832;0.631;4008;72089;"Sul"
"Nossa Senhora De Lourdes";"SE";0;0.598;0.56;0.719;0.532;6470;61109;"Nordeste"
"Nossa Senhora De Nazare";"PI";0;0.586;0.557;0.78;0.462;4847;30809;"Nordeste"
"Nossa Senhora Do Livramento";"MT";0;0.638;0.6;0.82;0.529;13231;214453;"Centro-Oeste"
"Nossa Senhora Do Socorro";"SE";0;0.664;0.62;0.811;0.581;181503;2343770;"Nordeste"
"Nossa Senhora Dos Remedios";"PI";0;0.533;0.503;0.732;0.411;8661;56255;"Nordeste"
"Nova Alianca";"SP";0;0.738;0.71;0.826;0.684;0;3672;"Norte"
"Nova Alianca Do Ivai";"PR";0;0.717;0.673;0.794;0.691;1534;39168;"Sul"
"Nova Alvorada";"RS";0;0.74;0.763;0.838;0.634;3586;148430;"Sul"
"Nova Alvorada Do Sul";"MS";0;0.694;0.746;0.809;0.554;21300;1427346;"Centro-Oeste"
"Nova America";"GO";0;0.678;0.647;0.796;0.604;2346;35821;"Centro-Oeste"
"Nova America Da Colina";"PR";0;0.698;0.655;0.809;0.643;3456;85560;"Sul"
"Nova Andradina";"MS";0;0.721;0.716;0.85;0.616;53517;1825653;"Centro-Oeste"
"Nova Araca";"RS";0;0.785;0.796;0.843;0.722;4690;294736;"Sul"
"Nova Aurora";"GO";0;0.747;0.703;0.849;0.697;2199;48427;"Centro-Oeste"
"Nova Aurora";"PR";0;0.733;0.726;0.844;0.642;10650;521324;"Sul"
"Nova Bandeirantes";"MT";0;0.65;0.696;0.842;0.469;14909;190646;"Centro-Oeste"
"Nova Bassano";"RS";0;0.747;0.778;0.849;0.632;9824;668891;"Sul"
"Nova Belem";"MG";0;0.592;0.563;0.768;0.481;3255;58425;"Norte"
"Nova Boa Vista";"RS";0;0.768;0.764;0.836;0.708;1798;81752;"Sul"
"Nova Brasilandia";"MT";0;0.651;0.673;0.845;0.485;3928;74876;"Centro-Oeste"
"Nova Brasilandia D'Oeste";"RO";0;0.643;0.664;0.763;0.524;20459;307693;"Norte"
"Nova Brescia";"RS";0;0.778;0.836;0.847;0.666;3321;94938;"Sul"
"Nova Campina";"SP";0;0.651;0.598;0.799;0.577;9647;283828;"Norte"
"Nova Canaa";"BA";0;0.545;0.554;0.789;0.37;16451;117992;"Nordeste"
"Nova Canaa Do Norte";"MT";0;0.686;0.692;0.815;0.572;12739;365273;"Centro-Oeste"
"Nova Canaa Paulista";"SP";0;0.715;0.673;0.806;0.675;1911;34657;"Norte"
"Nova Candelaria";"RS";0;0.759;0.794;0.856;0.643;2710;130729;"Sul"
"Nova Cantu";"PR";0;0.658;0.646;0.792;0.558;5550;196701;"Sul"
"Nova Castilho";"SP";0;0.756;0.694;0.823;0.755;1255;41099;"Norte"
"Nova Colinas";"MA";0;0.566;0.502;0.749;0.481;5340;47771;"Nordeste"
"Nova Crixas";"GO";0;0.643;0.674;0.813;0.485;12791;372311;"Centro-Oeste"
"Nova Cruz";"RN";0;0.629;0.589;0.788;0.537;37233;446919;"Nordeste"
"Nova Era";"MG";0;0.709;0.675;0.825;0.639;17607;310120;"Norte"
"Nova Erechim";"SC";0;0.765;0.767;0.851;0.686;4945;161263;"Sul"
"Nova Esperanca";"PR";0;0.722;0.723;0.829;0.628;27821;659465;"Sul"
"Nova Esperanca Do Piria";"PA";0;0.502;0.482;0.757;0.346;21291;181183;"Norte"
"Nova Esperanca Do Sudoeste";"PR";0;0.714;0.714;0.805;0.633;5063;106465;"Sul"
"Nova Esperanca Do Sul";"RS";0;0.735;0.723;0.848;0.647;5292;133371;"Sul"
"Nova Europa";"SP";0;0.765;0.718;0.869;0.718;11013;313712;"Norte"
"Nova Floresta";"PB";0;0.601;0.576;0.758;0.498;10651;79921;"Nordeste"
"Nova Friburgo";"RJ";0;0.745;0.758;0.846;0.645;190084;4808820;"Norte"
"Nova Fatima";"BA";0;0.597;0.575;0.738;0.501;7802;69928;"Nordeste"
"Nova Fatima";"PR";0;0.688;0.681;0.819;0.584;8170;207735;"Sul"
"Nova Fatima";"PR";0;0.688;0.681;0.819;0.584;8170;207735;"Sul"
"Nova Gloria";"GO";0;0.681;0.657;0.816;0.589;8218;120207;"Centro-Oeste"
"Nova Granada";"SP";0;0.739;0.727;0.818;0.68;0;22550;"Norte"
"Nova Guarita";"MT";0;0.688;0.671;0.812;0.597;4578;87422;"Centro-Oeste"
"Nova Guataporanga";"SP";0;0.726;0.707;0.842;0.644;2308;29363;"Norte"
"Nova Hartz";"RS";0;0.689;0.694;0.836;0.563;21317;684260;"Sul"
"Nova Ibia";"BA";0;0.57;0.62;0.714;0.419;6631;75663;"Nordeste"
"Nova Iguacu";"RJ";0;0.713;0.691;0.818;0.641;818875;16447839;"Norte"
"Nova Iguacu De Goias";"GO";0;0.655;0.642;0.812;0.54;2923;35286;"Centro-Oeste"
"Nova Independencia";"SP";0;0.735;0.675;0.827;0.711;3883;123891;"Norte"
"Nova Iorque";"MA";0;0.584;0.558;0.729;0.489;4683;32671;"Nordeste"
"Nova Ipixuna";"PA";0;0.581;0.59;0.766;0.435;16499;134534;"Norte"
"Nova Itaberaba";"SC";0;0.736;0.753;0.876;0.605;4333;107964;"Sul"
"Nova Itarana";"BA";0;0.524;0.508;0.729;0.389;8172;50130;"Nordeste"
"Nova Lacerda";"MT";0;0.636;0.643;0.825;0.485;6526;167117;"Centro-Oeste"
"Nova Laranjeiras";"PR";0;0.642;0.614;0.833;0.517;11603;197034;"Sul"
"Nova Lima";"MG";0;0.813;0.864;0.885;0.704;93577;7480878;"Norte"
"Nova Londrina";"PR";0;0.758;0.735;0.856;0.691;13225;303854;"Sul"
"Nova Luzitania";"SP";0;0.743;0.705;0.808;0.719;4041;43209;"Norte"
"Nova Mamore";"RO";0;0.587;0.619;0.769;0.424;29757;419494;"Norte"
"Nova Marilandia";"MT";0;0.704;0.68;0.823;0.623;3249;164962;"Centro-Oeste"
"Nova Maringa";"MT";0;0.663;0.702;0.815;0.509;8428;406362;"Centro-Oeste"
"Nova Monte Verde";"MT";0;0.691;0.69;0.823;0.582;9078;170774;"Centro-Oeste"
"Nova Mutum";"MT";0;0.758;0.773;0.837;0.673;43919;2927799;"Centro-Oeste"
"Nova Modica";"MG";0;0.63;0.61;0.779;0.527;3627;40761;"Norte"
"Nova Nazare";"MT";0;0.595;0.621;0.793;0.427;3765;60922;"Centro-Oeste"
"Nova Odessa";"SP";0;0.791;0.755;0.861;0.762;59371;2810059;"Norte"
"Nova Olinda";"TO";0;0.631;0.614;0.765;0.535;11719;259848;"Norte"
"Nova Olinda";"CE";0;0.625;0.567;0.779;0.554;15520;117890;"Nordeste"
"Nova Olinda";"PB";0;0.573;0.557;0.744;0.453;5978;42941;"Nordeste"
"Nova Olinda Do Maranhao";"MA";0;0.581;0.536;0.755;0.484;20774;128890;"Nordeste"
"Nova Olinda Do Norte";"AM";0;0.558;0.541;0.78;0.412;36721;209842;"Norte"
"Nova Olimpia";"MT";0;0.682;0.704;0.804;0.561;20034;619055;"Centro-Oeste"
"Nova Olimpia";"PR";0;0.71;0.699;0.813;0.631;5785;75267;"Sul"
"Nova Palma";"RS";0;0.744;0.762;0.841;0.643;6508;278327;"Sul"
"Nova Palmeira";"PB";0;0.595;0.567;0.762;0.488;4840;38802;"Nordeste"
"Nova Petropolis";"RS";0;0.78;0.775;0.89;0.688;21156;705714;"Sul"
"Nova Ponte";"MG";0;0.701;0.734;0.835;0.562;15280;841364;"Norte"
"Nova Porteirinha";"MG";0;0.641;0.584;0.811;0.556;7504;116667;"Norte"
"Nova Prata";"RS";0;0.766;0.782;0.839;0.686;26849;1079805;"Sul"
"Nova Prata Do Iguacu";"PR";0;0.716;0.711;0.798;0.646;10552;302449;"Sul"
"Nova Padua";"RS";0;0.761;0.762;0.852;0.678;2548;68254;"Sul"
"Nova Ramada";"RS";0;0.742;0.752;0.847;0.642;2268;123442;"Sul"
"Nova Redencao";"BA";0;0.567;0.534;0.723;0.471;9115;47251;"Nordeste"
"Nova Resende";"MG";0;0.671;0.687;0.839;0.525;16610;278098;"Norte"
"Nova Roma";"GO";0;0.634;0.594;0.812;0.529;3293;45849;"Centro-Oeste"
"Nova Roma Do Sul";"RS";0;0.741;0.794;0.851;0.602;3661;147064;"Sul"
"Nova Rosalandia";"TO";0;0.661;0.582;0.791;0.628;4215;49937;"Norte"
"Nova Russas";"CE";0;0.614;0.585;0.754;0.524;32262;262622;"Nordeste"
"Nova Santa Barbara";"PR";0;0.68;0.668;0.799;0.588;4220;73257;"Sul"
"Nova Santa Helena";"MT";0;0.714;0.745;0.809;0.603;3699;132291;"Centro-Oeste"
"Nova Santa Rita";"PI";0;0.554;0.52;0.77;0.425;4365;30101;"Nordeste"
"Nova Santa Rita";"RS";0;0.718;0.716;0.853;0.606;28670;1168552;"Sul"
"Nova Santa Rosa";"PR";0;0.731;0.732;0.809;0.66;8171;311118;"Sul"
"Nova Serrana";"MG";0;0.715;0.709;0.864;0.597;99770;2101781;"Norte"
"Nova Soure";"BA";0;0.555;0.548;0.712;0.439;24493;177652;"Nordeste"
"Nova Tebas";"PR";0;0.651;0.632;0.788;0.553;0;5395;"Sul"
"Nova Timboteua";"PA";0;0.609;0.564;0.791;0.507;15218;115947;"Norte"
"Nova Trento";"SC";0;0.748;0.749;0.891;0.628;14312;507932;"Sul"
"Nova Ubirata";"MT";0;0.669;0.694;0.816;0.529;11694;1278770;"Centro-Oeste"
"Nova Uniao";"MG";0;0.662;0.624;0.818;0.568;5718;67820;"Norte"
"Nova Uniao";"RO";0;0.587;0.608;0.753;0.442;7047;106761;"Norte"
"Nova Veneza";"GO";0;0.718;0.671;0.837;0.66;9684;161729;"Centro-Oeste"
"Nova Veneza";"SC";0;0.768;0.741;0.869;0.703;14987;727938;"Sul"
"Nova Venecia";"ES";0;0.712;0.692;0.841;0.621;0;95663;"Norte"
"Nova Vicosa";"BA";0;0.654;0.657;0.78;0.546;42950;469825;"Nordeste"
"Nova Xavantina";"MT";0;0.704;0.713;0.8;0.613;21231;529198;"Centro-Oeste"
"Novais";"SP";0;0.719;0.712;0.822;0.634;5712;48468;"Norte"
"Novo Acordo";"TO";0;0.639;0.618;0.797;0.53;4287;42264;"Norte"
"Novo Airao";"AM";0;0.57;0.551;0.776;0.434;18974;120587;"Norte"
"Novo Alegre";"TO";0;0.699;0.642;0.812;0.654;2332;26521;"Norte"
"Novo Aripuana";"AM";0;0.554;0.532;0.759;0.421;25237;167040;"Norte"
"Novo Barreiro";"RS";0;0.706;0.734;0.808;0.594;4154;82578;"Sul"
"Novo Brasil";"GO";0;0.699;0.691;0.828;0.598;2985;58917;"Centro-Oeste"
"Novo Cabrais";"RS";0;0.688;0.697;0.852;0.548;4169;81669;"Sul"
"Novo Cruzeiro";"MG";0;0.571;0.562;0.797;0.415;31326;234154;"Norte"
"Novo Gama";"GO";0;0.684;0.664;0.851;0.567;113679;813231;"Centro-Oeste"
"Novo Hamburgo";"RS";0;0.747;0.778;0.852;0.629;246452;8624340;"Sul"
"Novo Horizonte";"BA";0;0.597;0.558;0.757;0.503;12241;70347;"Nordeste"
"Novo Horizonte";"SP";0;0.753;0.741;0.865;0.665;40680;1246711;"Norte"
"Novo Horizonte";"SC";0;0.706;0.7;0.846;0.594;2481;86617;"Sul"
"Novo Horizonte Do Norte";"MT";0;0.664;0.652;0.82;0.548;3985;60158;"Centro-Oeste"
"Novo Horizonte Do Oeste";"RO";0;0.634;0.606;0.799;0.527;8751;150298;"Norte"
"Novo Horizonte Do Sul";"MS";0;0.649;0.656;0.798;0.523;3947;159891;"Centro-Oeste"
"Novo Itacolomi";"PR";0;0.71;0.681;0.831;0.633;2848;60729;"Sul"
"Novo Jardim";"TO";0;0.596;0.559;0.73;0.52;2698;28535;"Norte"
"Novo Lino";"AL";0;0.521;0.546;0.69;0.375;12615;126546;"Nordeste"
"Novo Machado";"RS";0;0.663;0.674;0.796;0.543;3394;118717;"Sul"
"Novo Mundo";"MT";0;0.674;0.652;0.815;0.577;8990;171513;"Centro-Oeste"
"Novo Oriente";"CE";0;0.605;0.552;0.763;0.526;28557;177885;"Nordeste"
"Novo Oriente De Minas";"MG";0;0.555;0.568;0.754;0.4;10731;74671;"Norte"
"Novo Oriente Do Piaui";"PI";0;0.562;0.547;0.775;0.418;6575;40968;"Nordeste"
"Novo Planalto";"GO";0;0.658;0.623;0.831;0.55;4445;73251;"Centro-Oeste"
"Novo Progresso";"PA";0;0.673;0.709;0.828;0.519;25758;560425;"Norte"
"Novo Repartimento";"PA";0;0.537;0.557;0.741;0.376;74602;822444;"Norte"
"Novo Santo Antonio";"MT";0;0.653;0.64;0.829;0.526;2574;35247;"Centro-Oeste"
"Novo Santo Antonio";"PI";0;0.528;0.536;0.702;0.392;2979;21163;"Nordeste"
"Novo Sao Joaquim";"MT";0;0.649;0.658;0.819;0.507;5199;360355;"Centro-Oeste"
"Novo Tiradentes";"RS";0;0.676;0.679;0.805;0.566;2223;52761;"Sul"
"Novo Triunfo";"BA";0;0.554;0.513;0.769;0.43;15380;51100;"Nordeste"
"Novo Xingu";"RS";0;0.767;0.749;0.85;0.708;1727;51667;"Sul"
"Novorizonte";"MG";0;0.616;0.582;0.804;0.5;5273;44901;"Norte"
"Nuporanga";"SP";0;0.746;0.73;0.866;0.656;7386;468829;"Norte"
"Nao-Me-Toque";"RS";0;0.765;0.784;0.847;0.673;17484;1019763;"Sul"
"Nisia Floresta";"RN";0;0.622;0.601;0.773;0.518;27260;338079;"Nordeste"
