"CIDADE";"ESTADO";"CAPITAL";"IDHM";"IDHM_Renda";"IDHM_Longevidade";"IDHM_Educacao";"POPULACAO_ESTIMADA";"PIB";"regiao"
"Santo Antonio Do Itambe";"MG";0;0.558;0.537;0.794;0.408;3877;32655;"Norte"
"Santo Antonio Do Ica";"AM";0;0.49;0.438;0.759;0.353;21966;161023;"Norte"
"Santo Antonio Do Jacinto";"MG";0;0.574;0.575;0.772;0.427;11677;83105;"Norte"
"Santo Antonio Do Jardim";"SP";0;0.714;0.703;0.835;0.62;5968;151151;"Norte"
"Santo Antonio Do Leste";"MT";0;0.655;0.658;0.853;0.501;5023;371504;"Centro-Oeste"
"Santo Antonio Do Leverger";"MT";0;0.656;0.651;0.806;0.539;16433;513818;"Centro-Oeste"
"Santo Antonio Do Monte";"MG";0;0.724;0.736;0.84;0.615;28054;489251;"Norte"
"Santo Antonio Do Palma";"RS";0;0.764;0.787;0.853;0.665;2134;69423;"Sul"
"Santo Antonio Do Paraiso";"PR";0;0.716;0.683;0.813;0.662;2144;65459;"Sul"
"Santo Antonio Do Pinhal";"SP";0;0.706;0.685;0.812;0.632;6794;96484;"Norte"
"Santo Antonio Do Planalto";"RS";0;0.759;0.701;0.885;0.705;2020;103903;"Sul"
"Santo Antonio Do Retiro";"MG";0;0.57;0.504;0.784;0.469;7256;50600;"Norte"
"Santo Antonio Do Rio Abaixo";"MG";0;0.669;0.616;0.823;0.591;1770;20409;"Norte"
"Santo Antonio Do Sudoeste";"PR";0;0.671;0.69;0.807;0.543;20069;486484;"Sul"
"Santo Antonio Do Taua";"PA";0;0.632;0.598;0.753;0.561;31038;311778;"Norte"
"Santo Antonio Dos Lopes";"MA";0;0.566;0.547;0.714;0.465;14534;1275734;"Nordeste"
"Santo Antonio Dos Milagres";"PI";0;0.619;0.524;0.776;0.582;2155;13347;"Nordeste"
"Santo Augusto";"RS";0;0.739;0.753;0.84;0.637;13923;518675;"Sul"
"Santo Cristo";"RS";0;0.738;0.746;0.82;0.656;14300;478086;"Sul"
"Santo Estevao";"BA";0;0.626;0.611;0.808;0.498;52413;734035;"Nordeste"
"Santo Expedito";"SP";0;0.732;0.664;0.828;0.714;3086;33300;"Norte"
"Santo Expedito Do Sul";"RS";0;0.732;0.679;0.853;0.677;2343;72282;"Sul"
"Santo Hipolito";"MG";0;0.657;0.641;0.824;0.536;3109;38956;"Norte"
"Santo Inacio";"PR";0;0.739;0.746;0.843;0.641;5431;374480;"Sul"
"Santo Inacio Do Piaui";"PI";0;0.613;0.543;0.776;0.546;3785;26596;"Nordeste"
"Santo Ângelo";"RS";0;0.772;0.765;0.863;0.696;77620;2232019;"Sul"
"Santos";"SP";0;0.84;0.861;0.852;0.807;432957;21954557;"Norte"
"Santos Dumont";"MG";0;0.741;0.688;0.847;0.697;46555;919990;"Norte"
"Santopolis Do Aguapei";"SP";0;0.74;0.68;0.83;0.719;4736;60763;"Norte"
"Sapeacu";"BA";0;0.614;0.602;0.735;0.522;17387;182552;"Nordeste"
"Sapezal";"MT";0;0.732;0.758;0.836;0.62;25054;2672997;"Centro-Oeste"
"Sapiranga";"RS";0;0.711;0.722;0.832;0.598;81198;2994499;"Sul"
"Sapopema";"PR";0;0.655;0.695;0.795;0.509;6751;98150;"Sul"
"Sapucaia";"RJ";0;0.675;0.682;0.804;0.561;18205;829350;"Norte"
"Sapucaia";"PA";0;0.59;0.639;0.792;0.405;5849;96650;"Norte"
"Sapucaia Do Sul";"RS";0;0.726;0.726;0.844;0.624;140311;3128055;"Sul"
"Sapucai-Mirim";"MG";0;0.68;0.664;0.842;0.563;6869;89903;"Norte"
"Sape";"PB";0;0.569;0.563;0.711;0.461;52443;554069;"Nordeste"
"Saquarema";"RJ";0;0.709;0.714;0.804;0.621;87704;2190241;"Norte"
"Sarandi";"PR";0;0.695;0.681;0.85;0.579;95543;1417121;"Sul"
"Sarandi";"RS";0;0.777;0.776;0.858;0.705;24205;803242;"Sul"
"Sarapui";"SP";0;0.707;0.699;0.814;0.621;10177;133110;"Norte"
"Sardoa";"MG";0;0.636;0.594;0.812;0.533;6236;57492;"Norte"
"Sarutaia";"SP";0;0.688;0.679;0.794;0.603;3646;63304;"Norte"
"Sarzedo";"MG";0;0.734;0.706;0.871;0.643;32069;774547;"Norte"
"Satuba";"AL";0;0.66;0.619;0.794;0.585;13716;139026;"Nordeste"
"Satubinha";"MA";0;0.493;0.45;0.72;0.369;13730;65433;"Nordeste"
"Saubara";"BA";0;0.617;0.563;0.738;0.565;11978;121519;"Nordeste"
"Saudade Do Iguacu";"PR";0;0.699;0.695;0.803;0.611;5459;803059;"Sul"
"Saudades";"SC";0;0.755;0.723;0.85;0.7;9679;282519;"Sul"
"Saude";"BA";0;0.549;0.546;0.685;0.442;12883;82872;"Nordeste"
"Schroeder";"SC";0;0.769;0.75;0.855;0.71;20728;424177;"Sul"
"Seabra";"BA";0;0.635;0.588;0.761;0.572;43941;444046;"Nordeste"
"Seara";"SC";0;0.779;0.804;0.872;0.674;17506;757085;"Sul"
"Sebastianopolis Do Sul";"SP";0;0.773;0.748;0.835;0.74;3470;853866;"Norte"
"Sebastiao Barros";"PI";0;0.536;0.508;0.77;0.394;3488;31409;"Nordeste"
"Sebastiao Laranjeiras";"BA";0;0.615;0.569;0.777;0.527;11351;76958;"Nordeste"
"Sebastiao Leal";"PI";0;0.562;0.516;0.736;0.467;4286;43878;"Nordeste"
"Seberi";"RS";0;0.723;0.706;0.865;0.62;10788;319008;"Sul"
"Sede Nova";"RS";0;0.712;0.751;0.886;0.543;2924;90762;"Sul"
"Segredo";"RS";0;0.659;0.673;0.811;0.525;7399;117751;"Sul"
"Selbach";"RS";0;0.777;0.785;0.841;0.71;5093;211218;"Sul"
"Selviria";"MS";0;0.682;0.668;0.825;0.576;6515;1980411;"Centro-Oeste"
"Sem-Peixe";"MG";0;0.654;0.623;0.826;0.543;2661;29247;"Norte"
"Sena Madureira";"AC";0;0.603;0.593;0.81;0.456;45177;474448;"Norte"
"Senador Alexandre Costa";"MA";0;0.538;0.52;0.689;0.435;11067;62390;"Nordeste"
"Senador Amaral";"MG";0;0.661;0.623;0.821;0.564;5352;58867;"Norte"
"Senador Canedo";"GO";0;0.701;0.676;0.827;0.617;112224;3411284;"Centro-Oeste"
"Senador Cortes";"MG";0;0.674;0.689;0.834;0.534;2007;23730;"Norte"
"Senador Eloi De Souza";"RN";0;0.583;0.523;0.752;0.504;6044;41306;"Nordeste"
"Senador Firmino";"MG";0;0.644;0.639;0.829;0.505;7764;71673;"Norte"
"Senador Georgino Avelino";"RN";0;0.57;0.543;0.748;0.455;4395;98974;"Nordeste"
"Senador Guiomard";"AC";0;0.64;0.649;0.786;0.513;22810;345371;"Norte"
"Senador Jose Bento";"MG";0;0.684;0.663;0.824;0.585;1545;27238;"Norte"
"Senador Jose Porfirio";"PA";0;0.514;0.533;0.754;0.338;11839;119022;"Norte"
"Senador La Rocque";"MA";0;0.602;0.57;0.743;0.515;14367;147600;"Nordeste"
"Senador Modestino Goncalves";"MG";0;0.62;0.566;0.782;0.539;4209;38171;"Norte"
"Senador Pompeu";"CE";0;0.619;0.574;0.77;0.537;26664;291235;"Nordeste"
"Senador Rui Palmeira";"AL";0;0.518;0.481;0.728;0.398;13818;82841;"Nordeste"
"Senador Salgado Filho";"RS";0;0.693;0.701;0.817;0.581;2788;92910;"Sul"
"Senador Sa";"CE";0;0.603;0.528;0.735;0.565;7553;42637;"Nordeste"
"Senges";"PR";0;0.663;0.658;0.811;0.546;19267;449044;"Sul"
"Senhor Do Bonfim";"BA";0;0.666;0.638;0.773;0.599;78588;795942;"Nordeste"
"Senhora De Oliveira";"MG";0;0.631;0.603;0.801;0.521;5786;69868;"Norte"
"Senhora Do Porto";"MG";0;0.565;0.595;0.802;0.378;3527;34840;"Norte"
"Senhora Dos Remedios";"MG";0;0.626;0.578;0.776;0.548;10451;88478;"Norte"
"Sentinela Do Sul";"RS";0;0.671;0.671;0.826;0.545;5553;90322;"Sul"
"Sento Se";"BA";0;0.585;0.535;0.778;0.48;40703;406052;"Nordeste"
"Serafina Correa";"RS";0;0.76;0.755;0.843;0.69;17198;612999;"Sul"
"Sericita";"MG";0;0.56;0.602;0.776;0.375;7319;84621;"Norte"
"Seringueiras";"RO";0;0.598;0.644;0.779;0.427;11860;200089;"Norte"
"Seritinga";"MG";0;0.66;0.657;0.853;0.512;1848;33265;"Norte"
"Seropedica";"RJ";0;0.713;0.695;0.805;0.648;86743;2058456;"Norte"
"Serra";"ES";0;0.739;0.72;0.844;0.664;507598;18325917;"Norte"
"Serra Alta";"SC";0;0.773;0.758;0.879;0.694;3270;109435;"Sul"
"Serra Azul";"SP";0;0.686;0.697;0.81;0.572;14334;143963;"Norte"
"Serra Azul De Minas";"MG";0;0.557;0.537;0.809;0.398;4293;31612;"Norte"
"Serra Branca";"PB";0;0.628;0.598;0.77;0.537;13630;113676;"Nordeste"
"Serra Caiada";"RN";0;0.563;0.552;0.713;0.453;10266;71608;"Nordeste"
"Serra Da Raiz";"PB";0;0.626;0.57;0.792;0.544;3141;29721;"Nordeste"
"Serra Da Saudade";"MG";0;0.677;0.663;0.863;0.542;786;17902;"Norte"
"Serra De Sao Bento";"RN";0;0.582;0.551;0.741;0.482;5774;39861;"Nordeste"
"Serra Do Mel";"RN";0;0.614;0.574;0.773;0.521;11790;295887;"Nordeste"
"Serra Do Navio";"AP";0;0.709;0.659;0.783;0.692;5306;64649;""
"Serra Do Ramalho";"BA";0;0.595;0.53;0.775;0.512;31532;280208;"Nordeste"
"Serra Do Salitre";"MG";0;0.696;0.722;0.852;0.549;11493;406546;"Norte"
"Serra Dos Aimores";"MG";0;0.651;0.653;0.784;0.539;8685;96567;"Norte"
"Serra Dourada";"BA";0;0.608;0.539;0.775;0.537;17452;137938;"Nordeste"
"Serra Grande";"PB";0;0.586;0.549;0.745;0.491;3089;43371;"Nordeste"
"Serra Negra";"SP";0;0.767;0.764;0.873;0.676;29001;668012;"Norte"
"Serra Negra Do Norte";"RN";0;0.597;0.578;0.787;0.468;8065;75521;"Nordeste"
"Serra Nova Dourada";"MT";0;0.664;0.638;0.819;0.56;1622;36497;"Centro-Oeste"
"Serra Preta";"BA";0;0.566;0.541;0.732;0.459;15064;100206;"Nordeste"
"Serra Redonda";"PB";0;0.57;0.565;0.772;0.424;7041;53149;"Nordeste"
"Serra Talhada";"PE";0;0.661;0.632;0.8;0.571;85774;1288246;"Nordeste"
"Serrana";"SP";0;0.729;0.713;0.835;0.65;44555;882843;"Norte"
"Serrania";"MG";0;0.677;0.655;0.833;0.569;7670;120242;"Norte"
"Serrano Do Maranhao";"MA";0;0.519;0.44;0.735;0.433;10206;61774;"Nordeste"
"Serranos";"MG";0;0.643;0.638;0.834;0.499;1970;27507;"Norte"
"Serranopolis";"GO";0;0.681;0.713;0.804;0.551;8445;428927;"Centro-Oeste"
"Serranopolis De Minas";"MG";0;0.633;0.608;0.773;0.539;4752;31796;"Norte"
"Serranopolis Do Iguacu";"PR";0;0.762;0.778;0.859;0.662;4513;190740;"Sul"
"Serraria";"PB";0;0.547;0.536;0.779;0.392;6131;54697;"Nordeste"
"Serrinha";"RN";0;0.592;0.547;0.757;0.502;6281;49547;"Nordeste"
"Serrinha";"BA";0;0.634;0.615;0.778;0.532;80411;821066;"Nordeste"
"Serrinha Dos Pintos";"RN";0;0.598;0.555;0.782;0.492;4784;34794;"Nordeste"
"Serrita";"PE";0;0.595;0.542;0.76;0.512;0;6111;"Nordeste"
"Serro";"MG";0;0.656;0.65;0.834;0.52;20993;219549;"Norte"
"Serrolandia";"BA";0;0.59;0.56;0.721;0.508;13347;93453;"Nordeste"
"Sertaneja";"PR";0;0.725;0.724;0.809;0.651;5355;262337;"Sul"
"Sertanopolis";"PR";0;0.723;0.719;0.804;0.655;16323;568242;"Sul"
"Sertania";"PE";0;0.613;0.601;0.752;0.51;35761;284244;"Nordeste"
"Sertao";"RS";0;0.751;0.746;0.837;0.678;5519;260800;"Sul"
"Sertao Santana";"RS";0;0.689;0.737;0.832;0.534;6433;162111;"Sul"
"Sertaozinho";"SP";0;0.761;0.768;0.855;0.672;124453;5119743;"Norte"
"Sertaozinho";"PB";0;0.621;0.554;0.769;0.561;4958;42365;"Nordeste"
"Sete Barras";"SP";0;0.673;0.651;0.832;0.562;12884;367439;"Norte"
"Sete De Setembro";"RS";0;0.683;0.682;0.81;0.577;1990;68573;"Sul"
"Sete Lagoas";"MG";0;0.76;0.742;0.84;0.705;237286;7270912;"Norte"
"Sete Quedas";"MS";0;0.614;0.66;0.778;0.45;10812;212280;"Centro-Oeste"
"Setubinha";"MG";0;0.542;0.536;0.743;0.4;12134;72177;"Norte"
"Severiano De Almeida";"RS";0;0.752;0.738;0.861;0.67;3685;98670;"Sul"
"Severiano Melo";"RN";0;0.604;0.579;0.728;0.522;2799;38429;"Nordeste"
"Severinia";"SP";0;0.715;0.709;0.807;0.638;17328;611863;"Norte"
"Sideropolis";"SC";0;0.774;0.751;0.88;0.701;13920;399197;"Sul"
"Sidrolandia";"MS";0;0.686;0.694;0.829;0.561;56081;1505898;"Centro-Oeste"
"Sigefredo Pacheco";"PI";0;0.581;0.518;0.764;0.496;10024;55740;"Nordeste"
"Silva Jardim";"RJ";0;0.654;0.657;0.793;0.536;21773;403439;"Norte"
"Silvanopolis";"TO";0;0.675;0.638;0.814;0.592;5378;115222;"Norte"
"Silveira Martins";"RS";0;0.742;0.744;0.852;0.644;2394;51384;"Sul"
"Silveiras";"SP";0;0.678;0.657;0.812;0.584;6264;63119;"Norte"
"Silveirania";"MG";0;0.652;0.645;0.841;0.511;2258;24798;"Norte"
"Silves";"AM";0;0.632;0.546;0.791;0.584;9110;97990;"Norte"
"Silvianopolis";"MG";0;0.699;0.706;0.865;0.559;6227;119957;"Norte"
"Silvania";"GO";0;0.709;0.721;0.814;0.606;20573;620031;"Centro-Oeste"
"Simolandia";"GO";0;0.645;0.595;0.826;0.546;6832;90706;"Centro-Oeste"
"Simonesia";"MG";0;0.632;0.622;0.823;0.493;19528;174262;"Norte"
"Simplicio Mendes";"PI";0;0.627;0.613;0.767;0.525;12663;128654;"Nordeste"
"Simao Dias";"SE";0;0.604;0.579;0.775;0.492;40486;482034;"Nordeste"
"Simao Pereira";"MG";0;0.638;0.645;0.843;0.478;2612;57735;"Norte"
"Simoes";"PI";0;0.575;0.56;0.771;0.44;14615;114365;"Nordeste"
"Simoes Filho";"BA";0;0.675;0.641;0.813;0.591;132906;4988848;"Nordeste"
"Sinimbu";"RS";0;0.631;0.697;0.792;0.456;10183;196756;"Sul"
"Sinop";"MT";0;0.754;0.755;0.832;0.682;139935;5117868;"Centro-Oeste"
"Siqueira Campos";"PR";0;0.704;0.708;0.839;0.588;20778;471995;"Sul"
"Sirinhaem";"PE";0;0.597;0.568;0.763;0.492;0;34249;"Nordeste"
"Siriri";"SE";0;0.609;0.565;0.74;0.541;8813;103020;"Nordeste"
"Sobradinho";"BA";0;0.631;0.605;0.748;0.555;22806;384852;"Nordeste"
"Sobradinho";"RS";0;0.743;0.735;0.861;0.647;14927;338794;"Sul"
"Sobrado";"PB";0;0.573;0.525;0.753;0.477;7751;78120;"Nordeste"
"Sobral";"CE";0;0.714;0.647;0.832;0.675;206644;4126208;"Nordeste"
"Sobralia";"MG";0;0.631;0.611;0.805;0.51;5594;49481;"Norte"
"Socorro";"SP";0;0.729;0.737;0.828;0.634;40648;747443;"Norte"
"Socorro Do Piaui";"PI";0;0.561;0.513;0.739;0.465;4576;29524;"Nordeste"
"Soledade";"PB";0;0.616;0.598;0.772;0.506;14837;167758;"Nordeste"
"Soledade";"RS";0;0.731;0.727;0.861;0.625;30967;748891;"Sul"
"Soledade De Minas";"MG";0;0.697;0.673;0.831;0.606;6112;53956;"Norte"
"Solidao";"PE";0;0.585;0.547;0.755;0.485;5993;38876;"Nordeste"
"Solonopole";"CE";0;0.625;0.565;0.754;0.574;18291;163393;"Nordeste"
"Solanea";"PB";0;0.595;0.592;0.762;0.468;26592;255878;"Nordeste"
"Sombrio";"SC";0;0.728;0.729;0.858;0.617;30010;675090;"Sul"
"Sonora";"MS";0;0.681;0.706;0.803;0.557;18828;620157;"Centro-Oeste"
"Sooretama";"ES";0;0.662;0.65;0.802;0.556;29449;486198;"Norte"
"Sorocaba";"SP";0;0.798;0.792;0.843;0.762;671186;30593861;"Norte"
"Sorriso";"MT";0;0.744;0.774;0.839;0.635;87815;5640821;"Centro-Oeste"
"Sossego";"PB";0;0.573;0.531;0.769;0.46;3516;29401;"Nordeste"
"Soure";"PA";0;0.615;0.583;0.76;0.525;25181;179491;"Norte"
"Sousa";"PB";0;0.668;0.645;0.814;0.567;69161;1048435;"Nordeste"
"Souto Soares";"BA";0;0.592;0.533;0.734;0.53;16905;93720;"Nordeste"
"Sucupira";"TO";0;0.667;0.623;0.794;0.599;1946;35155;"Norte"
"Sucupira Do Norte";"MA";0;0.579;0.526;0.731;0.505;10639;64419;"Nordeste"
"Sucupira Do Riachao";"MA";0;0.568;0.538;0.761;0.447;5645;39206;"Nordeste"
"Sud Mennucci";"SP";0;0.747;0.743;0.809;0.694;7708;291720;"Norte"
"Sul Brasil";"SC";0;0.707;0.713;0.832;0.595;2500;82176;"Sul"
"Sulina";"PR";0;0.693;0.684;0.854;0.57;3033;92803;"Sul"
"Sumare";"SP";0;0.762;0.744;0.845;0.705;278571;12061113;"Norte"
"Sumidouro";"RJ";0;0.611;0.658;0.796;0.436;15577;370886;"Norte"
"Sume";"PB";0;0.627;0.602;0.765;0.534;16864;160226;"Nordeste"
"Surubim";"PE";0;0.635;0.617;0.756;0.548;64520;696185;"Nordeste"
"Sussuapara";"PI";0;0.586;0.563;0.749;0.476;6692;53406;"Nordeste"
"Suzano";"SP";0;0.765;0.708;0.873;0.723;294638;9468888;"Norte"
"Suzanapolis";"SP";0;0.699;0.665;0.813;0.631;3911;310647;"Norte"
"Satiro Dias";"BA";0;0.527;0.524;0.736;0.379;19644;165579;"Nordeste"
"Sao Benedito";"CE";0;0.611;0.562;0.764;0.531;46949;428919;"Nordeste"
"Sao Benedito Do Rio Preto";"MA";0;0.541;0.468;0.749;0.452;18608;104126;"Nordeste"
"Sao Benedito Do Sul";"PE";0;0.53;0.499;0.736;0.406;15717;97892;"Nordeste"
"Sao Bentinho";"PB";0;0.606;0.575;0.787;0.491;4492;41410;"Nordeste"
"Sao Bento";"MA";0;0.602;0.525;0.762;0.545;44811;436382;"Nordeste"
"Sao Bento";"PB";0;0.58;0.597;0.769;0.424;33796;388830;"Nordeste"
"Sao Bento Abade";"MG";0;0.672;0.651;0.801;0.581;5220;69905;"Norte"
"Sao Bento Do Norte";"RN";0;0.555;0.541;0.76;0.415;2778;164849;"Nordeste"
"Sao Bento Do Sapucai";"SP";0;0.72;0.719;0.812;0.638;10862;178593;"Norte"
"Sao Bento Do Sul";"SC";0;0.782;0.763;0.871;0.719;83576;2650867;"Sul"
"Sao Bento Do Tocantins";"TO";0;0.605;0.595;0.736;0.506;5256;48250;"Norte"
"Sao Bento Do Trairi";"RN";0;0.595;0.526;0.763;0.525;4401;33340;"Nordeste"
"Sao Bento Do Una";"PE";0;0.593;0.593;0.789;0.446;58956;960407;"Nordeste"
"Sao Bernardino";"SC";0;0.677;0.653;0.822;0.577;2386;58752;"Sul"
"Sao Bernardo";"MA";0;0.572;0.514;0.762;0.479;28343;264137;"Nordeste"
"Sao Bernardo Do Campo";"SP";0;0.805;0.807;0.861;0.752;833240;42131380;"Norte"
"Sao Bonifacio";"SC";0;0.731;0.729;0.86;0.622;2862;55449;"Sul"
"Sao Borja";"RS";0;0.736;0.72;0.86;0.643;60557;1681891;"Sul"
"Sao Braz Do Piaui";"PI";0;0.596;0.533;0.771;0.514;4444;27277;"Nordeste"
"Sao Bras";"AL";0;0.572;0.533;0.732;0.48;6953;64145;"Nordeste"
"Sao Bras Do Suacui";"MG";0;0.664;0.675;0.801;0.541;3721;59058;"Norte"
"Sao Caetano";"PE";0;0.0;0.0;0.0;0.0;0;0;"Nordeste"
"Sao Caetano De Odivelas";"PA";0;0.585;0.552;0.767;0.473;17970;121144;"Norte"
"Sao Caetano Do Sul";"SP";0;0.862;0.891;0.887;0.811;160275;13286711;"Norte"
"Sao Caitano";"PE";0;0.591;0.583;0.756;0.469;37119;322310;"Nordeste"
"Sao Carlos";"SC";0;0.769;0.763;0.867;0.688;11191;291354;"Sul"
"Sao Carlos";"SP";0;0.805;0.788;0.863;0.766;249415;10063062;"Norte"
"Sao Carlos Do Ivai";"PR";0;0.682;0.703;0.825;0.547;6834;266755;"Sul"
"Sao Cristovao";"SE";0;0.662;0.624;0.8;0.581;89027;896376;"Nordeste"
"Sao Cristovao Do Sul";"SC";0;0.665;0.667;0.812;0.543;5499;117775;"Sul"
"Sao Desiderio";"BA";0;0.579;0.584;0.742;0.449;33193;1477592;"Nordeste"
"Sao Domingos";"BA";0;0.64;0.601;0.757;0.575;9042;65380;"Nordeste"
"Sao Domingos";"GO";0;0.597;0.576;0.83;0.445;12791;147087;"Centro-Oeste"
"Sao Domingos";"SE";0;0.588;0.572;0.756;0.471;11065;100220;"Nordeste"
"Sao Domingos";"SC";0;0.765;0.769;0.861;0.675;9457;326375;"Sul"
"Sao Domingos";"PB";0;0.548;0.555;0.754;0.394;3087;25559;"Nordeste"
"Sao Domingos Das Dores";"MG";0;0.638;0.602;0.8;0.539;5630;85369;"Norte"
"Sao Domingos Do Araguaia";"PA";0;0.594;0.629;0.738;0.451;25358;250724;"Norte"
"Sao Domingos Do Azeitao";"MA";0;0.59;0.576;0.732;0.486;7363;110441;"Nordeste"
"Sao Domingos Do Capim";"PA";0;0.532;0.509;0.773;0.382;31837;318852;"Norte"
"Sao Domingos Do Cariri";"PB";0;0.589;0.603;0.773;0.438;2581;22255;"Nordeste"
"Sao Domingos Do Maranhao";"MA";0;0.582;0.549;0.713;0.504;34368;259430;"Nordeste"
"Sao Domingos Do Norte";"ES";0;0.682;0.679;0.811;0.575;8589;226656;"Norte"
"Sao Domingos Do Prata";"MG";0;0.69;0.674;0.823;0.593;17393;227495;"Norte"
"Sao Domingos Do Sul";"RS";0;0.763;0.78;0.839;0.68;3065;60098;"Sul"
"Sao Felipe";"BA";0;0.616;0.565;0.787;0.525;21069;182468;"Nordeste"
"Sao Felipe D'Oeste";"RO";0;0.649;0.615;0.78;0.571;5280;84808;"Norte"
"Sao Fernando";"RN";0;0.608;0.591;0.75;0.508;3573;47392;"Nordeste"
"Sao Fidelis";"RJ";0;0.691;0.685;0.787;0.611;38626;731014;"Norte"
"Sao Francisco";"PB";0;0.58;0.56;0.726;0.481;3371;30221;"Nordeste"
"Sao Francisco";"MG";0;0.638;0.595;0.804;0.542;56163;478984;"Norte"
"Sao Francisco";"SE";0;0.587;0.564;0.732;0.49;3987;35456;"Nordeste"
"Sao Francisco";"SP";0;0.723;0.705;0.814;0.658;2826;46814;"Norte"
"Sao Francisco De Assis";"RS";0;0.675;0.681;0.818;0.552;18471;438479;"Sul"
"Sao Francisco De Assis Do Piaui";"PI";0;0.485;0.462;0.734;0.336;5731;38334;"Nordeste"
"Sao Francisco De Goias";"GO";0;0.651;0.658;0.825;0.509;6260;92929;"Centro-Oeste"
"Sao Francisco De Itabapoana";"RJ";0;0.639;0.618;0.791;0.533;42201;957607;"Norte"
"Sao Francisco De Paula";"RS";0;0.685;0.701;0.86;0.534;21633;626191;"Sul"
"Sao Francisco De Paula";"MG";0;0.66;0.66;0.812;0.537;6535;100610;"Norte"
"Sao Francisco De Sales";"MG";0;0.688;0.711;0.867;0.528;6200;142720;"Norte"
"Sao Francisco Do Brejao";"MA";0;0.584;0.556;0.748;0.479;11652;95723;"Nordeste"
"Sao Francisco Do Conde";"BA";0;0.674;0.641;0.812;0.587;39338;11796118;"Nordeste"
"Sao Francisco Do Gloria";"MG";0;0.663;0.647;0.833;0.541;4889;60469;"Norte"
"Sao Francisco Do Guapore";"RO";0;0.611;0.657;0.751;0.462;19842;318923;"Norte"
"Sao Francisco Do Maranhao";"MA";0;0.528;0.503;0.733;0.4;12201;61476;"Nordeste"
"Sao Francisco Do Oeste";"RN";0;0.628;0.581;0.779;0.547;4200;37351;"Nordeste"
"Sao Francisco Do Para";"PA";0;0.608;0.571;0.785;0.502;15833;195061;"Norte"
"Sao Francisco Do Piaui";"PI";0;0.57;0.557;0.744;0.448;6425;45052;"Nordeste"
"Sao Francisco Do Sul";"SC";0;0.762;0.74;0.856;0.699;51677;3593649;"Sul"
"Sao Felix";"BA";0;0.639;0.582;0.769;0.583;14717;171094;"Nordeste"
"Sao Felix De Balsas";"MA";0;0.557;0.517;0.778;0.43;4609;38736;"Nordeste"
"Sao Felix De Minas";"MG";0;0.62;0.589;0.795;0.51;3377;36033;"Norte"
"Sao Felix Do Araguaia";"MT";0;0.668;0.652;0.848;0.538;11615;616186;"Centro-Oeste"
"Sao Felix Do Coribe";"BA";0;0.639;0.601;0.784;0.555;15310;160392;"Nordeste"
"Sao Felix Do Piaui";"PI";0;0.61;0.587;0.742;0.52;2954;22879;"Nordeste"
"Sao Felix Do Tocantins";"TO";0;0.574;0.55;0.771;0.446;1572;17935;"Norte"
"Sao Felix Do Xingu";"PA";0;0.594;0.638;0.798;0.411;124763;1413761;"Norte"
"Sao Gabriel";"RS";0;0.699;0.711;0.822;0.585;62061;1552828;"Sul"
"Sao Gabriel";"BA";0;0.592;0.55;0.704;0.537;18798;109391;"Nordeste"
"Sao Gabriel Da Cachoeira";"AM";0;0.609;0.61;0.777;0.476;44816;271073;"Norte"
"Sao Gabriel Da Palha";"ES";0;0.709;0.739;0.835;0.578;0;54045;"Norte"
"Sao Gabriel Do Oeste";"MS";0;0.729;0.751;0.85;0.608;26363;1546040;"Centro-Oeste"
"Sao Geraldo";"MG";0;0.651;0.656;0.831;0.507;12164;156967;"Norte"
"Sao Geraldo Da Piedade";"MG";0;0.6;0.625;0.774;0.447;4015;37359;"Norte"
"Sao Geraldo Do Araguaia";"PA";0;0.595;0.594;0.793;0.447;24991;378533;"Norte"
"Sao Geraldo Do Baixio";"MG";0;0.63;0.631;0.824;0.482;3963;39610;"Norte"
"Sao Goncalo";"RJ";0;0.739;0.711;0.833;0.681;1077687;16930919;"Norte"
"Sao Goncalo Do Abaete";"MG";0;0.67;0.665;0.796;0.568;6923;209325;"Norte"
"Sao Goncalo Do Amarante";"CE";0;0.665;0.587;0.775;0.646;48516;2354173;"Nordeste"
"Sao Goncalo Do Amarante";"RN";0;0.661;0.619;0.829;0.564;101102;1342235;"Nordeste"
"Sao Goncalo Do Gurgueia";"PI";0;0.56;0.572;0.701;0.438;3025;22323;"Nordeste"
"Sao Goncalo Do Para";"MG";0;0.689;0.682;0.842;0.57;12218;177303;"Norte"
"Sao Goncalo Do Piaui";"PI";0;0.616;0.538;0.739;0.588;4999;30970;"Nordeste"
"Sao Goncalo Do Rio Abaixo";"MG";0;0.667;0.658;0.792;0.569;10818;1915882;"Norte"
"Sao Goncalo Do Rio Preto";"MG";0;0.64;0.593;0.815;0.542;3161;29286;"Norte"
"Sao Goncalo Do Sapucai";"MG";0;0.715;0.706;0.85;0.609;25332;633619;"Norte"
"Sao Goncalo Dos Campos";"BA";0;0.627;0.636;0.752;0.516;37139;770492;"Nordeste"
"Sao Gotardo";"MG";0;0.736;0.739;0.855;0.632;35145;720199;"Norte"
"Sao Jeronimo";"RS";0;0.696;0.734;0.822;0.56;24078;567729;"Sul"
"Sao Jeronimo Da Serra";"PR";0;0.637;0.626;0.822;0.503;11213;203966;"Sul"
"Sao Joaquim";"SC";0;0.687;0.705;0.817;0.562;26763;881081;"Sul"
