"city";"city_ibge_code";"date";"epidemiological_week";"estimated_population";"estimated_population_2019";"is_last";"is_repeated";"last_available_confirmed";"last_available_confirmed_per_100k_inhabitants";"last_available_date";"last_available_death_rate";"last_available_deaths";"order_for_place";"place_type";"state";"new_confirmed";"new_deaths"
"Cantá";1400175.0;"2021-04-12";202115;18799.0;18335.0;"False";"True";1744;9277.08921;"2021-04-08";0.0132;23;376;"city";"RR";0;0
"Caracaraí";1400209.0;"2021-04-12";202115;22283.0;21926.0;"False";"True";2075;9312.03159;"2021-04-08";0.0188;39;348;"city";"RR";0;0
"Caroebe";1400233.0;"2021-04-12";202115;10383.0;10169.0;"False";"True";1563;15053.45276;"2021-04-08";0.0102;16;357;"city";"RR";0;0
"Iracema";1400282.0;"2021-04-12";202115;12296.0;11950.0;"False";"True";856;6961.61353;"2021-04-08";0.013999999999999999;12;343;"city";"RR";0;0
"Mucajaí";1400308.0;"2021-04-12";202115;18172.0;17853.0;"False";"True";1878;10334.580670000001;"2021-04-08";0.0165;31;362;"city";"RR";0;0
"Normandia";1400407.0;"2021-04-12";202115;11532.0;11290.0;"False";"True";433;3754.76934;"2021-04-08";0.0554;24;343;"city";"RR";0;0
"Pacaraima";1400456.0;"2021-04-12";202115;18913.0;17401.0;"False";"True";1939;10252.20748;"2021-04-08";0.0165;32;367;"city";"RR";0;0
"Rorainópolis";1400472.0;"2021-04-12";202115;30782.0;30163.0;"False";"True";2603;8456.24066;"2021-04-08";0.0173;45;362;"city";"RR";0;0
"São João da Baliza";1400506.0;"2021-04-12";202115;8348.0;8201.0;"False";"True";1076;12889.31481;"2021-04-08";0.0056;6;346;"city";"RR";0;0
"São Luiz";1400605.0;"2021-04-12";202115;8110.0;7986.0;"False";"True";485;5980.27127;"2021-04-08";0.0165;8;361;"city";"RR";0;0
"Uiramutã";1400704.0;"2021-04-12";202115;10789.0;10559.0;"False";"True";1146;10621.929740000001;"2021-04-08";0.0061;7;343;"city";"RR";0;0
"";14.0;"2021-04-12";202115;631181.0;605761.0;"False";"True";91849;14551.927259999999;"2021-04-11";0.0152;1393;388;"state";"RR";0;0
"Aceguá";4300034.0;"2021-04-12";202115;4942.0;4901.0;"False";"True";230;4653.98624;"2021-04-11";0.0087;2;271;"city";"RS";0;0
"Agudo";4300109.0;"2021-04-12";202115;16401.0;16461.0;"False";"True";906;5524.05341;"2021-04-11";0.0132;12;319;"city";"RS";0;0
"Ajuricaba";4300208.0;"2021-04-12";202115;6987.0;7024.0;"False";"True";621;8887.93474;"2021-04-11";0.0354;22;365;"city";"RS";0;0
"Alecrim";4300307.0;"2021-04-12";202115;5827.0;5950.0;"False";"True";226;3878.49665;"2021-04-11";0.0398;9;330;"city";"RS";0;0
"Alegrete";4300406.0;"2021-04-12";202115;73028.0;73589.0;"False";"True";5688;7788.79334;"2021-04-11";0.0299;170;377;"city";"RS";0;0
"Alegria";4300455.0;"2021-04-12";202115;3374.0;3464.0;"False";"True";291;8624.77771;"2021-04-11";0.0034;1;291;"city";"RS";0;0
"Almirante Tamandaré do Sul";4300471.0;"2021-04-12";202115;1949.0;1964.0;"False";"True";163;8363.26321;"2021-04-11";0.0061;1;263;"city";"RS";0;0
"Alpestre";4300505.0;"2021-04-12";202115;6067.0;6258.0;"False";"True";261;4301.961429999999;"2021-04-11";0.023;6;343;"city";"RS";0;0
"Alto Alegre";4300554.0;"2021-04-12";202115;1613.0;1638.0;"False";"True";122;7563.546190000001;"2021-04-11";0.0;0;245;"city";"RS";0;0
"Alto Feliz";4300570.0;"2021-04-12";202115;3036.0;3028.0;"False";"True";160;5270.092229999999;"2021-04-11";0.0;0;298;"city";"RS";0;0
"Alvorada";4300604.0;"2021-04-12";202115;211352.0;210305.0;"False";"True";15538;7351.7165700000005;"2021-04-11";0.0372;578;390;"city";"RS";0;0
"Amaral Ferrador";4300638.0;"2021-04-12";202115;7085.0;7031.0;"False";"True";190;2681.72195;"2021-04-11";0.0211;4;240;"city";"RS";0;0
"Ametista do Sul";4300646.0;"2021-04-12";202115;7403.0;7409.0;"False";"True";492;6645.95434;"2021-04-11";0.0224;11;340;"city";"RS";0;0
"André da Rocha";4300661.0;"2021-04-12";202115;1343.0;1333.0;"False";"True";88;6552.49442;"2021-04-11";0.0;0;300;"city";"RS";0;0
"Anta Gorda";4300703.0;"2021-04-12";202115;5961.0;5981.0;"False";"True";516;8656.26573;"2021-04-11";0.0078;4;385;"city";"RS";0;0
"Antônio Prado";4300802.0;"2021-04-12";202115;13045.0;13050.0;"False";"True";1558;11943.27328;"2021-04-11";0.0103;16;342;"city";"RS";0;0
"Arambaré";4300851.0;"2021-04-12";202115;3562.0;3581.0;"False";"True";131;3677.70915;"2021-04-11";0.0305;4;280;"city";"RS";0;0
"Araricá";4300877.0;"2021-04-12";202115;5771.0;5698.0;"False";"True";893;15473.921330000001;"2021-04-11";0.0269;24;316;"city";"RS";0;0
"Aratiba";4300901.0;"2021-04-12";202115;6189.0;6235.0;"False";"True";322;5202.77912;"2021-04-11";0.0155;5;315;"city";"RS";0;0
"Arroio Grande";4301305.0;"2021-04-12";202115;18238.0;18293.0;"False";"True";939;5148.59085;"2021-04-11";0.0383;36;318;"city";"RS";0;0
"Arroio do Meio";4301008.0;"2021-04-12";202115;20967.0;20805.0;"False";"True";2433;11603.949059999999;"2021-04-11";0.0111;27;359;"city";"RS";0;0
"Arroio do Padre";4301073.0;"2021-04-12";202115;2951.0;2937.0;"False";"True";119;4032.53135;"2021-04-11";0.0084;1;234;"city";"RS";0;0
"Arroio do Sal";4301057.0;"2021-04-12";202115;10279.0;10065.0;"False";"True";856;8327.65833;"2021-04-11";0.0315;27;373;"city";"RS";0;0
"Arroio do Tigre";4301206.0;"2021-04-12";202115;13413.0;13373.0;"False";"True";900;6709.9083;"2021-04-11";0.0178;16;277;"city";"RS";0;0
"Arroio dos Ratos";4301107.0;"2021-04-12";202115;14177.0;14151.0;"False";"True";738;5205.614729999999;"2021-04-11";0.0352;26;370;"city";"RS";0;0
"Arvorezinha";4301404.0;"2021-04-12";202115;10423.0;10424.0;"False";"True";646;6197.83172;"2021-04-11";0.031;20;353;"city";"RS";0;0
"Augusto Pestana";4301503.0;"2021-04-12";202115;6602.0;6661.0;"False";"True";281;4256.28597;"2021-04-11";0.0142;4;248;"city";"RS";0;0
"Bagé";4301602.0;"2021-04-12";202115;121335.0;121143.0;"False";"True";5959;4911.19627;"2021-04-11";0.0252;150;390;"city";"RS";0;0
"Balneário Pinhal";4301636.0;"2021-04-12";202115;14363.0;14068.0;"False";"True";646;4497.66762;"2021-04-11";0.048;31;320;"city";"RS";0;0
"Barra Funda";4301958.0;"2021-04-12";202115;2551.0;2539.0;"False";"True";370;14504.116030000001;"2021-04-11";0.0189;7;298;"city";"RS";0;0
"Barra do Guarita";4301859.0;"2021-04-12";202115;3257.0;3248.0;"False";"True";105;3223.8256100000003;"2021-04-11";0.0286;3;285;"city";"RS";0;0
"Barra do Quaraí";4301875.0;"2021-04-12";202115;4227.0;4215.0;"False";"True";196;4636.85829;"2021-04-11";0.0102;2;266;"city";"RS";0;0
"Barra do Ribeiro";4301909.0;"2021-04-12";202115;13556.0;13491.0;"False";"True";916;6757.1555;"2021-04-11";0.048;44;335;"city";"RS";0;0
"Barra do Rio Azul";4301925.0;"2021-04-12";202115;1655.0;1690.0;"False";"True";63;3806.6465299999995;"2021-04-11";0.0159;1;288;"city";"RS";0;0
"Barracão";4301800.0;"2021-04-12";202115;5256.0;5275.0;"False";"True";263;5003.805179999999;"2021-04-11";0.0266;7;312;"city";"RS";0;0
"Barros Cassal";4302006.0;"2021-04-12";202115;11182.0;11199.0;"False";"True";445;3979.6100899999997;"2021-04-11";0.0135;6;346;"city";"RS";0;0
"Barão";4301651.0;"2021-04-12";202115;6202.0;6171.0;"False";"True";453;7304.09545;"2021-04-11";0.0155;7;315;"city";"RS";0;0
"Barão de Cotegipe";4301701.0;"2021-04-12";202115;6620.0;6623.0;"False";"True";521;7870.09063;"2021-04-11";0.0115;6;333;"city";"RS";0;0
"Barão do Triunfo";4301750.0;"2021-04-12";202115;7519.0;7487.0;"False";"True";355;4721.37252;"2021-04-11";0.0113;4;284;"city";"RS";0;0
"Benjamin Constant do Sul";4302055.0;"2021-04-12";202115;1958.0;1994.0;"False";"True";151;7711.95097;"2021-04-11";0.0;0;328;"city";"RS";0;0
"Bento Gonçalves";4302105.0;"2021-04-12";202115;121803.0;120454.0;"False";"True";13160;10804.33158;"2021-04-11";0.0179;236;389;"city";"RS";0;0
"Boa Vista das Missões";4302154.0;"2021-04-12";202115;2092.0;2098.0;"False";"True";83;3967.4952200000002;"2021-04-11";0.0241;2;328;"city";"RS";0;0
"Boa Vista do Buricá";4302204.0;"2021-04-12";202115;6712.0;6712.0;"False";"True";560;8343.265790000001;"2021-04-11";0.0143;8;262;"city";"RS";0;0
"Boa Vista do Cadeado";4302220.0;"2021-04-12";202115;2468.0;2470.0;"False";"True";136;5510.53485;"2021-04-11";0.0147;2;268;"city";"RS";0;0
"Boa Vista do Incra";4302238.0;"2021-04-12";202115;2616.0;2603.0;"False";"True";155;5925.07645;"2021-04-11";0.0065;1;272;"city";"RS";0;0
"Boa Vista do Sul";4302253.0;"2021-04-12";202115;2778.0;2783.0;"False";"True";246;8855.29158;"2021-04-11";0.0081;2;348;"city";"RS";0;0
"Bom Jesus";4302303.0;"2021-04-12";202115;11309.0;11349.0;"False";"True";521;4606.950220000001;"2021-04-11";0.025;13;339;"city";"RS";0;0
"Bom Princípio";4302352.0;"2021-04-12";202115;14255.0;14055.0;"False";"True";1260;8839.003859999999;"2021-04-11";0.0183;23;342;"city";"RS";0;0
"Bom Progresso";4302378.0;"2021-04-12";202115;1899.0;1942.0;"False";"True";100;5265.92944;"2021-04-11";0.01;1;328;"city";"RS";0;0
"Bom Retiro do Sul";4302402.0;"2021-04-12";202115;12390.0;12328.0;"False";"True";871;7029.862790000001;"2021-04-11";0.0241;21;369;"city";"RS";0;0
"Boqueirão do Leão";4302451.0;"2021-04-12";202115;7702.0;7714.0;"False";"True";542;7037.133209999999;"2021-04-11";0.0517;28;285;"city";"RS";0;0
"Bossoroca";4302501.0;"2021-04-12";202115;6205.0;6279.0;"False";"True";290;4673.65028;"2021-04-11";0.0621;18;316;"city";"RS";0;0
"Bozano";4302584.0;"2021-04-12";202115;2111.0;2123.0;"False";"True";194;9189.95737;"2021-04-11";0.0361;7;265;"city";"RS";0;0
"Braga";4302600.0;"2021-04-12";202115;3311.0;3353.0;"False";"True";125;3775.2944700000003;"2021-04-11";0.032;4;325;"city";"RS";0;0
"Brochier";4302659.0;"2021-04-12";202115;5104.0;5074.0;"False";"True";330;6465.51724;"2021-04-11";0.003;1;333;"city";"RS";0;0
"Butiá";4302709.0;"2021-04-12";202115;20952.0;20941.0;"False";"True";1368;6529.2096200000005;"2021-04-11";0.0292;40;338;"city";"RS";0;0
"Cacequi";4302907.0;"2021-04-12";202115;12423.0;12561.0;"False";"True";155;1247.6857400000001;"2021-04-11";0.0258;4;296;"city";"RS";0;0
"Cachoeira do Sul";4303004.0;"2021-04-12";202115;81869.0;82201.0;"False";"True";5526;6749.8076200000005;"2021-04-11";0.0152;84;382;"city";"RS";0;0
"Cachoeirinha";4303103.0;"2021-04-12";202115;131240.0;130293.0;"False";"True";10335;7874.88571;"2021-04-11";0.03;310;378;"city";"RS";0;0
"Cacique Doble";4303202.0;"2021-04-12";202115;5074.0;5065.0;"False";"True";300;5912.49507;"2021-04-11";0.0167;5;320;"city";"RS";0;0
"Caibaté";4303301.0;"2021-04-12";202115;4823.0;4846.0;"False";"True";196;4063.8606700000005;"2021-04-11";0.0357;7;333;"city";"RS";0;0
"Caiçara";4303400.0;"2021-04-12";202115;4700.0;4743.0;"False";"True";396;8425.53191;"2021-04-11";0.0177;7;297;"city";"RS";0;0
"Camaquã";4303509.0;"2021-04-12";202115;66478.0;66261.0;"False";"True";5155;7754.4450799999995;"2021-04-11";0.0184;95;385;"city";"RS";0;0
"Camargo";4303558.0;"2021-04-12";202115;2742.0;2733.0;"False";"True";269;9810.3574;"2021-04-11";0.0149;4;333;"city";"RS";0;0
"Cambará do Sul";4303608.0;"2021-04-12";202115;6406.0;6431.0;"False";"True";287;4480.17484;"2021-04-11";0.0209;6;312;"city";"RS";0;0
"Campestre da Serra";4303673.0;"2021-04-12";202115;3395.0;3388.0;"False";"True";133;3917.52577;"2021-04-11";0.0;0;354;"city";"RS";0;0
"Campina das Missões";4303707.0;"2021-04-12";202115;5398.0;5474.0;"False";"True";360;6669.13672;"2021-04-11";0.0194;7;285;"city";"RS";0;0
"Campinas do Sul";4303806.0;"2021-04-12";202115;5438.0;5454.0;"False";"True";367;6748.804709999999;"2021-04-11";0.0136;5;356;"city";"RS";0;0
"Campo Bom";4303905.0;"2021-04-12";202115;69458.0;66712.0;"False";"True";8429;12135.39117;"2021-04-11";0.0235;198;399;"city";"RS";0;0
"Campo Novo";4304002.0;"2021-04-12";202115;4376.0;4484.0;"False";"True";271;6192.8702;"2021-04-11";0.0295;8;326;"city";"RS";0;0
"Campos Borges";4304101.0;"2021-04-12";202115;3295.0;3320.0;"False";"True";297;9013.65706;"2021-04-11";0.0101;3;277;"city";"RS";0;0
"Candelária";4304200.0;"2021-04-12";202115;31421.0;31365.0;"False";"True";1823;5801.852260000001;"2021-04-11";0.0214;39;363;"city";"RS";0;0
"Candiota";4304358.0;"2021-04-12";202115;9647.0;9584.0;"False";"True";536;5556.13144;"2021-04-11";0.0112;6;351;"city";"RS";0;0
"Canela";4304408.0;"2021-04-12";202115;45488.0;44998.0;"False";"True";5329;11715.17763;"2021-04-11";0.0285;152;324;"city";"RS";0;0
"Canguçu";4304507.0;"2021-04-12";202115;56211.0;56045.0;"False";"True";2040;3629.1829;"2021-04-11";0.0191;39;381;"city";"RS";0;0
"Canoas";4304606.0;"2021-04-12";202115;348208.0;346616.0;"False";"True";28563;8202.855759999999;"2021-04-11";0.0391;1116;388;"city";"RS";0;0
"Canudos do Vale";4304614.0;"2021-04-12";202115;1705.0;1716.0;"False";"True";103;6041.05572;"2021-04-11";0.0291;3;346;"city";"RS";0;0
"Capela de Santana";4304689.0;"2021-04-12";202115;12064.0;11940.0;"False";"True";485;4020.22546;"2021-04-11";0.0247;12;319;"city";"RS";0;0
"Capitão";4304697.0;"2021-04-12";202115;2763.0;2757.0;"False";"True";304;11002.53348;"2021-04-11";0.0066;2;337;"city";"RS";0;0
"Capivari do Sul";4304671.0;"2021-04-12";202115;4728.0;4660.0;"False";"True";681;14403.5533;"2021-04-11";0.0059;4;279;"city";"RS";0;0
"Capão Bonito do Sul";4304622.0;"2021-04-12";202115;1641.0;1654.0;"False";"True";124;7556.36807;"2021-04-11";0.0161;2;264;"city";"RS";0;0
"Capão da Canoa";4304630.0;"2021-04-12";202115;54051.0;53049.0;"False";"True";6180;11433.646;"2021-04-11";0.0227;140;386;"city";"RS";0;0
"Capão do Cipó";4304655.0;"2021-04-12";202115;3699.0;3651.0;"False";"True";143;3865.9097100000004;"2021-04-11";0.027999999999999997;4;301;"city";"RS";0;0
"Capão do Leão";4304663.0;"2021-04-12";202115;25409.0;25354.0;"False";"True";974;3833.28742;"2021-04-11";0.0493;48;378;"city";"RS";0;0
"Carazinho";4304705.0;"2021-04-12";202115;62265.0;62110.0;"False";"True";5427;8715.97205;"2021-04-11";0.0199;108;359;"city";"RS";0;0
"Caraá";4304713.0;"2021-04-12";202115;8350.0;8270.0;"False";"True";682;8167.66467;"2021-04-11";0.0205;14;311;"city";"RS";0;0
"Carlos Barbosa";4304804.0;"2021-04-12";202115;30241.0;29833.0;"False";"True";3034;10032.737009999999;"2021-04-11";0.0119;36;388;"city";"RS";0;0
"Carlos Gomes";4304853.0;"2021-04-12";202115;1351.0;1377.0;"False";"True";88;6513.69356;"2021-04-11";0.0114;1;274;"city";"RS";0;0
"Casca";4304903.0;"2021-04-12";202115;9051.0;9031.0;"False";"True";1070;11821.89813;"2021-04-11";0.0159;17;333;"city";"RS";0;0
"Caseiros";4304952.0;"2021-04-12";202115;3216.0;3202.0;"False";"True";296;9203.9801;"2021-04-11";0.0203;6;340;"city";"RS";0;0
"Catuípe";4305009.0;"2021-04-12";202115;8701.0;8774.0;"False";"True";590;6780.829790000001;"2021-04-11";0.0305;18;302;"city";"RS";0;0
"Caxias do Sul";4305108.0;"2021-04-12";202115;517451.0;510906.0;"False";"True";38545;7449.0145;"2021-04-11";0.0204;785;397;"city";"RS";0;0
"Caçapava do Sul";4302808.0;"2021-04-12";202115;33548.0;33624.0;"False";"True";2408;7177.77513;"2021-04-11";0.0233;56;343;"city";"RS";0;0
"Centenário";4305116.0;"2021-04-12";202115;2877.0;2891.0;"False";"True";115;3997.21933;"2021-04-11";0.0087;1;309;"city";"RS";0;0
"Cerrito";4305124.0;"2021-04-12";202115;6047.0;6091.0;"False";"True";230;3803.53894;"2021-04-11";0.0304;7;302;"city";"RS";0;0
"Cerro Branco";4305132.0;"2021-04-12";202115;4706.0;4691.0;"False";"True";145;3081.17297;"2021-04-11";0.0069;1;263;"city";"RS";0;0
"Cerro Grande";4305157.0;"2021-04-12";202115;2296.0;2311.0;"False";"True";203;8841.46341;"2021-04-11";0.0296;6;283;"city";"RS";0;0
"Cerro Grande do Sul";4305173.0;"2021-04-12";202115;12413.0;12239.0;"False";"True";416;3351.3252199999997;"2021-04-11";0.0337;14;384;"city";"RS";0;0
"Cerro Largo";4305207.0;"2021-04-12";202115;14189.0;14133.0;"False";"True";1035;7294.382970000001;"2021-04-11";0.0164;17;300;"city";"RS";0;0
"Chapada";4305306.0;"2021-04-12";202115;9239.0;9269.0;"False";"True";595;6440.090920000001;"2021-04-11";0.0067;4;363;"city";"RS";0;0
"Charqueadas";4305355.0;"2021-04-12";202115;41258.0;40789.0;"False";"True";3683;8926.7536;"2021-04-11";0.0168;62;388;"city";"RS";0;0
"Charrua";4305371.0;"2021-04-12";202115;3252.0;3279.0;"False";"True";284;8733.08733;"2021-04-11";0.0423;12;290;"city";"RS";0;0
"Chiapetta";4305405.0;"2021-04-12";202115;3719.0;3756.0;"False";"True";354;9518.687820000001;"2021-04-11";0.0452;16;313;"city";"RS";0;0
"Chuvisca";4305447.0;"2021-04-12";202115;5480.0;5441.0;"False";"True";99;1806.5693399999998;"2021-04-11";0.0101;1;294;"city";"RS";0;0
"Chuí";4305439.0;"2021-04-12";202115;6770.0;6704.0;"False";"True";316;4667.6514;"2021-04-11";0.0032;1;291;"city";"RS";0;0
"Cidreira";4305454.0;"2021-04-12";202115;16583.0;16254.0;"False";"True";1070;6452.391;"2021-04-11";0.0477;51;369;"city";"RS";0;0
"Ciríaco";4305504.0;"2021-04-12";202115;4719.0;4747.0;"False";"True";511;10828.56537;"2021-04-11";0.0254;13;352;"city";"RS";0;0
"Colinas";4305587.0;"2021-04-12";202115;2469.0;2438.0;"False";"True";461;18671.52693;"2021-04-11";0.0022;1;351;"city";"RS";0;0
"Colorado";4305603.0;"2021-04-12";202115;3130.0;3175.0;"False";"True";355;11341.85304;"2021-04-11";0.0197;7;323;"city";"RS";0;0
"Condor";4305702.0;"2021-04-12";202115;6759.0;6753.0;"False";"True";702;10386.1518;"2021-04-11";0.0071;5;337;"city";"RS";0;0
"Constantina";4305801.0;"2021-04-12";202115;9907.0;9911.0;"False";"True";851;8589.88594;"2021-04-11";0.0094;8;312;"city";"RS";0;0
"Coqueiro Baixo";4305835.0;"2021-04-12";202115;1495.0;1501.0;"False";"True";143;9565.21739;"2021-04-11";0.013999999999999999;2;192;"city";"RS";0;0
"Coqueiros do Sul";4305850.0;"2021-04-12";202115;2286.0;2306.0;"False";"True";79;3455.81802;"2021-04-11";0.0253;2;315;"city";"RS";0;0
"Coronel Barros";4305871.0;"2021-04-12";202115;2520.0;2519.0;"False";"True";212;8412.698409999999;"2021-04-11";0.0094;2;294;"city";"RS";0;0
"Coronel Bicaco";4305900.0;"2021-04-12";202115;7268.0;7325.0;"False";"True";533;7333.516790000001;"2021-04-11";0.0507;27;352;"city";"RS";0;0
"Coronel Pilar";4305934.0;"2021-04-12";202115;1614.0;1628.0;"False";"True";94;5824.03965;"2021-04-11";0.0213;2;306;"city";"RS";0;0
"Cotiporã";4305959.0;"2021-04-12";202115;3838.0;3853.0;"False";"True";447;11646.69098;"2021-04-11";0.0089;4;301;"city";"RS";0;0
"Coxilha";4305975.0;"2021-04-12";202115;2743.0;2756.0;"False";"True";266;9697.41159;"2021-04-11";0.0301;8;340;"city";"RS";0;0
"Crissiumal";4306007.0;"2021-04-12";202115;13357.0;13448.0;"False";"True";498;3728.38212;"2021-04-11";0.0281;14;333;"city";"RS";0;0
"Cristal";4306056.0;"2021-04-12";202115;8067.0;8009.0;"False";"True";549;6805.5039;"2021-04-11";0.0237;13;273;"city";"RS";0;0
"Cristal do Sul";4306072.0;"2021-04-12";202115;2844.0;2847.0;"False";"True";132;4641.3502100000005;"2021-04-11";0.0076;1;302;"city";"RS";0;0
"Cruz Alta";4306106.0;"2021-04-12";202115;59922.0;60299.0;"False";"True";5851;9764.360340000001;"2021-04-11";0.0234;137;352;"city";"RS";0;0
"Cruzaltense";4306130.0;"2021-04-12";202115;1799.0;1833.0;"False";"True";112;6225.6809299999995;"2021-04-11";0.0268;3;327;"city";"RS";0;0
"Cruzeiro do Sul";4306205.0;"2021-04-12";202115;12402.0;12348.0;"False";"True";1059;8538.94533;"2021-04-11";0.0293;31;386;"city";"RS";0;0
"Cândido Godói";4304309.0;"2021-04-12";202115;6151.0;6198.0;"False";"True";341;5543.81401;"2021-04-11";0.0029;1;298;"city";"RS";0;0
"David Canabarro";4306304.0;"2021-04-12";202115;4736.0;4740.0;"False";"True";537;11338.682429999999;"2021-04-11";0.0149;8;315;"city";"RS";0;0
"Derrubadas";4306320.0;"2021-04-12";202115;2761.0;2805.0;"False";"True";231;8366.53386;"2021-04-11";0.0216;5;351;"city";"RS";0;0
"Dezesseis de Novembro";4306353.0;"2021-04-12";202115;2378.0;2427.0;"False";"True";14;588.7300299999999;"2021-04-11";0.0714;1;288;"city";"RS";0;0
"Dilermando de Aguiar";4306379.0;"2021-04-12";202115;3002.0;3014.0;"False";"True";84;2798.13458;"2021-04-11";0.0357;3;270;"city";"RS";0;0
"Dois Irmãos";4306403.0;"2021-04-12";202115;33119.0;32671.0;"False";"True";2342;7071.46955;"2021-04-11";0.0209;49;388;"city";"RS";0;0
"Dois Irmãos das Missões";4306429.0;"2021-04-12";202115;2008.0;2026.0;"False";"True";148;7370.51793;"2021-04-11";0.0135;2;299;"city";"RS";0;0
"Dois Lajeados";4306452.0;"2021-04-12";202115;3405.0;3400.0;"False";"True";321;9427.31278;"2021-04-11";0.0;0;308;"city";"RS";0;0
"Dom Feliciano";4306502.0;"2021-04-12";202115;15487.0;15414.0;"False";"True";160;1033.12456;"2021-04-11";0.075;12;339;"city";"RS";0;0
"Dom Pedrito";4306601.0;"2021-04-12";202115;38339.0;38461.0;"False";"True";2014;5253.13649;"2021-04-11";0.0174;35;384;"city";"RS";0;0
"Dom Pedro de Alcântara";4306551.0;"2021-04-12";202115;2527.0;2534.0;"False";"True";101;3996.83419;"2021-04-11";0.0495;5;306;"city";"RS";0;0
"Dona Francisca";4306700.0;"2021-04-12";202115;2999.0;3041.0;"False";"True";58;1933.9779899999999;"2021-04-11";0.1034;6;280;"city";"RS";0;0
"Doutor Maurício Cardoso";4306734.0;"2021-04-12";202115;4462.0;4549.0;"False";"True";242;5423.57687;"2021-04-11";0.0413;10;345;"city";"RS";0;0
"Doutor Ricardo";4306759.0;"2021-04-12";202115;1975.0;1983.0;"False";"True";296;14987.341769999999;"2021-04-11";0.0101;3;340;"city";"RS";0;0
"Eldorado do Sul";4306767.0;"2021-04-12";202115;41902.0;41285.0;"False";"True";4161;9930.31359;"2021-04-11";0.024;100;388;"city";"RS";0;0
"Encantado";4306809.0;"2021-04-12";202115;22880.0;22706.0;"False";"True";2097;9165.20979;"2021-04-11";0.0219;46;371;"city";"RS";0;0
"Encruzilhada do Sul";4306908.0;"2021-04-12";202115;25960.0;25877.0;"False";"True";1036;3990.7550100000003;"2021-04-11";0.027999999999999997;29;367;"city";"RS";0;0
"Engenho Velho";4306924.0;"2021-04-12";202115;982.0;1034.0;"False";"True";80;8146.639509999999;"2021-04-11";0.0125;1;297;"city";"RS";0;0
"Entre Rios do Sul";4306957.0;"2021-04-12";202115;2758.0;2792.0;"False";"True";152;5511.24003;"2021-04-11";0.0263;4;317;"city";"RS";0;0
"Entre-Ijuís";4306932.0;"2021-04-12";202115;8411.0;8475.0;"False";"True";855;10165.25978;"2021-04-11";0.0187;16;320;"city";"RS";0;0
"Erebango";4306973.0;"2021-04-12";202115;2982.0;2991.0;"False";"True";199;6673.373570000001;"2021-04-11";0.005;1;333;"city";"RS";0;0
"Erechim";4307005.0;"2021-04-12";202115;106633.0;105862.0;"False";"True";10374;9728.69562;"2021-04-11";0.0134;139;390;"city";"RS";0;0
"Ernestina";4307054.0;"2021-04-12";202115;3170.0;3168.0;"False";"True";144;4542.58675;"2021-04-11";0.0278;4;355;"city";"RS";0;0
"Erval Grande";4307203.0;"2021-04-12";202115;4819.0;4859.0;"False";"True";262;5436.812620000001;"2021-04-11";0.0115;3;327;"city";"RS";0;0
"Erval Seco";4307302.0;"2021-04-12";202115;6802.0;6912.0;"False";"True";445;6542.19347;"2021-04-11";0.0112;5;279;"city";"RS";0;0
"Esmeralda";4307401.0;"2021-04-12";202115;3287.0;3282.0;"False";"True";154;4685.12321;"2021-04-11";0.0065;1;319;"city";"RS";0;0
"Esperança do Sul";4307450.0;"2021-04-12";202115;2885.0;2926.0;"False";"True";213;7383.0156;"2021-04-11";0.0376;8;337;"city";"RS";0;0
"Espumoso";4307500.0;"2021-04-12";202115;15591.0;15588.0;"False";"True";1606;10300.81457;"2021-04-11";0.0162;26;365;"city";"RS";0;0
"Estação";4307559.0;"2021-04-12";202115;5940.0;5958.0;"False";"True";549;9242.42424;"2021-04-11";0.0128;7;340;"city";"RS";0;0
"Esteio";4307708.0;"2021-04-12";202115;83279.0;83202.0;"False";"True";8782;10545.275520000001;"2021-04-11";0.0315;277;373;"city";"RS";0;0
"Estrela";4307807.0;"2021-04-12";202115;34399.0;34116.0;"False";"True";3238;9413.06433;"2021-04-11";0.0179;58;388;"city";"RS";0;0
"Estrela Velha";4307815.0;"2021-04-12";202115;3650.0;3655.0;"False";"True";140;3835.61644;"2021-04-11";0.0214;3;200;"city";"RS";0;0
"Estância Velha";4307609.0;"2021-04-12";202115;50672.0;50022.0;"False";"True";4439;8760.26208;"2021-04-11";0.0225;100;387;"city";"RS";0;0
"Eugênio de Castro";4307831.0;"2021-04-12";202115;2352.0;2396.0;"False";"True";192;8163.26531;"2021-04-11";0.026000000000000002;5;341;"city";"RS";0;0
"Fagundes Varela";4307864.0;"2021-04-12";202115;2741.0;2731.0;"False";"True";227;8281.64903;"2021-04-11";0.0088;2;272;"city";"RS";0;0
"Farroupilha";4307906.0;"2021-04-12";202115;73061.0;72331.0;"False";"True";5608;7675.777770000001;"2021-04-11";0.0162;91;390;"city";"RS";0;0
"Faxinal do Soturno";4308003.0;"2021-04-12";202115;6663.0;6677.0;"False";"True";374;5613.0872;"2021-04-11";0.0187;7;300;"city";"RS";0;0
"Faxinalzinho";4308052.0;"2021-04-12";202115;2284.0;2315.0;"False";"True";214;9369.52715;"2021-04-11";0.013999999999999999;3;320;"city";"RS";0;0
"Fazenda Vilanova";4308078.0;"2021-04-12";202115;4608.0;4533.0;"False";"True";270;5859.375;"2021-04-11";0.0259;7;343;"city";"RS";0;0
