city,city_ibge_code,date,epidemiological_week,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths
Vera Cruz,2414803.0,2020-08-18,34,12481.0,False,True,120,961.46142,2020-08-10,0.05,6,83,city,RN,0,0
Amambai,5000609.0,2020-08-18,34,39396.0,False,True,120,304.59945,2020-08-14,0.025,3,101,city,MS,0,0
São Bento do Tocantins,1720101.0,2020-08-18,34,5324.0,False,True,120,2253.9444,2020-08-17,0.0083,1,102,city,TO,0,0
Ouroeste,3534757.0,2020-08-18,34,10361.0,False,True,120,1158.1893599999999,2020-08-17,0.0167,2,96,city,SP,0,0
Coromandel,3119302.0,2020-08-18,34,27974.0,False,True,119,425.39500999999996,2020-08-17,0.0168,2,124,city,MG,0,0
Jordão,1200328.0,2020-08-18,34,8317.0,True,False,119,1430.80438,2020-08-18,0.0084,1,93,city,AC,4,0
Pirajuba,3150703.0,2020-08-18,34,6199.0,False,True,119,1919.6644600000002,2020-08-17,0.0084,1,81,city,MG,0,0
Santa Maria da Vitória,2928109.0,2020-08-18,34,39845.0,False,True,119,298.6573,2020-08-17,0.0084,1,136,city,BA,0,0
Poranga,2311009.0,2020-08-18,34,12336.0,False,True,119,964.65629,2020-08-17,0.0084,1,111,city,CE,0,0
Alfredo Wagner,4200705.0,2020-08-18,34,10036.0,False,True,119,1185.73137,2020-08-17,0.0,0,85,city,SC,0,0
Pau dos Ferros,2409407.0,2020-08-18,34,30394.0,False,True,119,391.52464,2020-08-10,0.0252,3,128,city,RN,0,0
Lambari,3137809.0,2020-08-18,34,20814.0,False,True,119,571.7305700000001,2020-08-17,0.0252,3,104,city,MG,0,0
Encruzilhada,2910404.0,2020-08-18,34,17006.0,False,True,119,699.75303,2020-08-17,0.0084,1,99,city,BA,0,0
Potengi,2311207.0,2020-08-18,34,11045.0,False,True,119,1077.41059,2020-08-17,0.0084,1,101,city,CE,0,0
Mário Campos,3140159.0,2020-08-18,34,15416.0,False,True,119,771.9252700000001,2020-08-17,0.042,5,132,city,MG,0,0
São João do Manteninha,3162575.0,2020-08-18,34,5859.0,False,True,119,2031.06332,2020-08-17,0.0,0,96,city,MG,0,0
Graça Aranha,2104701.0,2020-08-18,34,6262.0,False,True,118,1884.3819899999999,2020-08-17,0.0169,2,96,city,MA,0,0
Tombos,3169208.0,2020-08-18,34,8022.0,False,True,118,1470.95487,2020-08-17,0.0085,1,104,city,MG,0,0
São Francisco do Pará,1507409.0,2020-08-18,34,15882.0,False,True,118,742.97947,2020-08-17,0.0424,5,101,city,PA,0,0
Euclides da Cunha,2910701.0,2020-08-18,34,60585.0,False,True,118,194.76768,2020-08-17,0.0508,6,133,city,BA,0,0
Treze de Maio,4218400.0,2020-08-18,34,7081.0,False,True,118,1666.4313,2020-08-17,0.0085,1,128,city,SC,0,0
Eldorado,5003751.0,2020-08-18,34,12353.0,False,True,118,955.23355,2020-08-14,0.0,0,57,city,MS,0,0
Erval Velho,4205209.0,2020-08-18,34,4412.0,False,True,118,2674.52403,2020-08-17,0.0,0,76,city,SC,0,0
Olivença,2706000.0,2020-08-18,34,11624.0,False,True,118,1015.1410900000001,2020-08-17,0.0169,2,102,city,AL,0,0
Planalto,3539608.0,2020-08-18,34,5237.0,False,True,118,2253.1984,2020-08-17,0.0085,1,96,city,SP,0,0
Tupi Paulista,3555109.0,2020-08-18,34,15495.0,False,True,117,755.08228,2020-08-17,0.0085,1,113,city,SP,0,0
Americano do Brasil,5200852.0,2020-08-18,34,6111.0,False,True,117,1914.58027,2020-08-17,0.0171,2,62,city,GO,0,0
Cansanção,2906808.0,2020-08-18,34,34834.0,False,True,117,335.87874,2020-08-17,0.0171,2,131,city,BA,0,0
Jacinto,3134707.0,2020-08-18,34,12326.0,False,True,117,949.21305,2020-08-17,0.0085,1,63,city,MG,0,0
Ilha Solteira,3520442.0,2020-08-18,34,26686.0,False,True,117,438.43214000000006,2020-08-17,0.0171,2,124,city,SP,0,0
Palmeirais,2207504.0,2020-08-18,34,14539.0,False,True,117,804.7321,2020-08-17,0.0171,2,113,city,PI,0,0
Itambé,2915809.0,2020-08-18,34,23049.0,False,True,117,507.61420999999996,2020-08-17,0.0171,2,66,city,BA,0,0
Ielmo Marinho,2404606.0,2020-08-18,34,13766.0,False,True,117,849.9200900000001,2020-08-10,0.0171,2,122,city,RN,0,0
Pitangui,3151404.0,2020-08-18,34,27989.0,False,True,117,418.02137,2020-08-17,0.0085,1,96,city,MG,0,0
Vianópolis,5222005.0,2020-08-18,34,13863.0,False,True,117,843.97317,2020-08-17,0.0085,1,134,city,GO,0,0
Sussuapara,2210938.0,2020-08-18,34,6730.0,False,True,117,1738.4844,2020-08-17,0.0256,3,77,city,PI,0,0
Regeneração,2208809.0,2020-08-18,34,17978.0,False,True,116,645.2330599999999,2020-08-17,0.0,0,108,city,PI,0,0
Firminópolis,5207808.0,2020-08-18,34,13292.0,False,True,116,872.7053900000001,2020-08-17,0.0172,2,82,city,GO,0,0
Tabaporã,5107941.0,2020-08-18,34,9489.0,False,True,116,1222.46812,2020-08-10,0.0172,2,72,city,MT,0,0
Dois Córregos,3514106.0,2020-08-18,34,27315.0,False,True,116,424.67509,2020-08-17,0.0259,3,105,city,SP,0,0
Torrinha,3554706.0,2020-08-18,34,10010.0,False,True,116,1158.84116,2020-08-17,0.0345,4,105,city,SP,0,0
Tasso Fragoso,2112001.0,2020-08-18,34,8521.0,False,True,116,1361.34257,2020-08-17,0.0,0,92,city,MA,0,0
Conselheiro Pena,3118403.0,2020-08-18,34,22921.0,False,True,116,506.08612,2020-08-17,0.0086,1,85,city,MG,0,0
Alvarenga,3102209.0,2020-08-18,34,3907.0,False,True,116,2969.02995,2020-08-17,0.0086,1,93,city,MG,0,0
Antas,2901601.0,2020-08-18,34,19291.0,False,True,116,601.31668,2020-08-17,0.0,0,80,city,BA,0,0
Bananal,3504909.0,2020-08-18,34,10945.0,False,True,116,1059.8446800000002,2020-08-17,0.0086,1,104,city,SP,0,0
Ibiá,3129509.0,2020-08-18,34,25199.0,False,True,116,460.33572999999996,2020-08-17,0.0172,2,89,city,MG,0,0
Governador Dix-Sept Rosado,2404309.0,2020-08-18,34,13037.0,False,True,116,889.77526,2020-08-10,0.0086,1,99,city,RN,0,0
Maracaí,3528809.0,2020-08-18,34,14002.0,False,True,116,828.45308,2020-08-17,0.0086,1,61,city,SP,0,0
Monte Azul Paulista,3531506.0,2020-08-18,34,19008.0,False,True,115,605.00842,2020-08-17,0.0174,2,116,city,SP,0,0
Mauá da Serra,4115754.0,2020-08-18,34,10601.0,False,True,115,1084.80332,2020-08-17,0.0,0,69,city,PR,0,0
São Domingos do Azeitão,2110658.0,2020-08-18,34,7392.0,False,True,115,1555.73593,2020-08-17,0.0087,1,95,city,MA,0,0
Osvaldo Cruz,3534609.0,2020-08-18,34,32879.0,False,True,115,349.76732999999996,2020-08-17,0.0261,3,109,city,SP,0,0
Araruna,4101705.0,2020-08-18,34,13970.0,False,True,115,823.19256,2020-08-17,0.0609,7,138,city,PR,0,0
Croatá,2304236.0,2020-08-18,34,18063.0,False,True,115,636.66058,2020-08-17,0.0261,3,135,city,CE,0,0
Santa Tereza do Oeste,4124020.0,2020-08-18,34,10139.0,False,True,115,1134.23415,2020-08-17,0.0348,4,99,city,PR,0,0
Jardim,5005004.0,2020-08-18,34,26097.0,False,True,115,440.66368,2020-08-14,0.0348,4,104,city,MS,0,0
Terra Boa,4127205.0,2020-08-18,34,17094.0,False,True,115,672.75067,2020-08-17,0.0522,6,139,city,PR,0,0
Itaguatins,1710706.0,2020-08-18,34,5864.0,False,True,115,1961.1186899999998,2020-08-17,0.0087,1,98,city,TO,0,0
Acorizal,5100102.0,2020-08-18,34,5399.0,False,True,115,2130.02408,2020-08-10,0.0261,3,101,city,MT,0,0
Passo de Torres,4212254.0,2020-08-18,34,8823.0,False,True,115,1303.41154,2020-08-17,0.0,0,107,city,SC,0,0
Nova União,1101435.0,2020-08-18,34,6970.0,False,True,115,1649.92826,2020-08-17,0.0087,1,84,city,RO,0,0
Passa e Fica,2409100.0,2020-08-18,34,13277.0,False,True,115,866.1595199999999,2020-08-10,0.0087,1,144,city,RN,0,0
Barroso,3105905.0,2020-08-18,34,20810.0,False,True,115,552.61893,2020-08-17,0.0,0,94,city,MG,0,0
Assunção do Piauí,2201051.0,2020-08-18,34,7846.0,False,True,114,1452.96967,2020-08-17,0.0088,1,65,city,PI,0,0
Meleiro,4210803.0,2020-08-18,34,7015.0,False,True,114,1625.08909,2020-08-17,0.0088,1,124,city,SC,0,0
São Miguel,2412500.0,2020-08-18,34,23519.0,False,True,114,484.71449,2020-08-10,0.0175,2,124,city,RN,0,0
Barbosa Ferraz,4102505.0,2020-08-18,34,11568.0,False,True,114,985.4771800000001,2020-08-17,0.0351,4,78,city,PR,0,0
Espumoso,4307500.0,2020-08-18,34,15588.0,True,False,114,731.3317900000001,2020-08-18,0.0175,2,128,city,RS,15,0
Ivinhema,5004700.0,2020-08-18,34,23187.0,False,True,114,491.65480999999994,2020-08-14,0.0088,1,86,city,MS,0,0
Urupês,3556008.0,2020-08-18,34,13809.0,False,True,113,818.3069,2020-08-17,0.0531,6,97,city,SP,0,0
Bom Jesus,2401701.0,2020-08-18,34,10210.0,False,True,113,1106.75808,2020-08-10,0.0265,3,111,city,RN,0,0
Cajobi,3509304.0,2020-08-18,34,10542.0,False,True,113,1071.90286,2020-08-17,0.0442,5,111,city,SP,0,0
São João d'Aliança,5220009.0,2020-08-18,34,13740.0,False,True,113,822.4163,2020-08-17,0.0265,3,86,city,GO,0,0
Queimada Nova,2208650.0,2020-08-18,34,8992.0,False,True,113,1256.6726,2020-08-17,0.0177,2,113,city,PI,0,0
Junqueirópolis,3526001.0,2020-08-18,34,20679.0,False,True,113,546.4480900000001,2020-08-17,0.0177,2,123,city,SP,0,0
Contenda,4106209.0,2020-08-18,34,18584.0,False,True,113,608.04994,2020-08-17,0.0177,2,143,city,PR,0,0
Sertanópolis,4126504.0,2020-08-18,34,16369.0,False,True,113,690.3292799999999,2020-08-17,0.0265,3,95,city,PR,0,0
Capitão Leônidas Marques,4104600.0,2020-08-18,34,15780.0,False,True,113,716.09632,2020-08-17,0.0,0,90,city,PR,0,0
São Pedro,2412708.0,2020-08-18,34,5971.0,False,True,113,1892.48032,2020-08-10,0.0442,5,136,city,RN,0,0
Boa Esperança do Sul,3506706.0,2020-08-18,34,14923.0,False,True,112,750.51933,2020-08-17,0.0268,3,91,city,SP,0,0
Caldeirão Grande,2905503.0,2020-08-18,34,13327.0,False,True,112,840.3991900000001,2020-08-17,0.0089,1,116,city,BA,0,0
Jurema,2608404.0,2020-08-18,34,15378.0,False,True,112,728.31317,2020-08-17,0.0982,11,117,city,PE,0,0
Águas de Lindóia,3500501.0,2020-08-18,34,18705.0,False,True,112,598.7703799999999,2020-08-17,0.0446,5,139,city,SP,0,0
Bom Jardim,3300506.0,2020-08-18,34,27446.0,False,True,112,408.07403999999997,2020-08-17,0.0268,3,134,city,RJ,0,0
Banzaê,2902658.0,2020-08-18,34,13229.0,False,True,112,846.6248400000001,2020-08-17,0.0,0,96,city,BA,0,0
Engenheiro Paulo de Frontin,3301801.0,2020-08-18,34,14002.0,False,True,112,799.88573,2020-08-17,0.0268,3,106,city,RJ,0,0
Mendes,3302809.0,2020-08-18,34,18614.0,False,True,112,601.69765,2020-08-17,0.0179,2,126,city,RJ,0,0
Macururé,2919900.0,2020-08-18,34,7824.0,False,True,111,1418.71166,2020-08-17,0.009000000000000001,1,53,city,BA,0,0
Carnaubais,2402501.0,2020-08-18,34,10759.0,False,True,111,1031.6944,2020-08-10,0.036000000000000004,4,142,city,RN,0,0
Uiraúna,2516904.0,2020-08-18,34,15242.0,False,True,111,728.25089,2020-08-17,0.036000000000000004,4,107,city,PB,0,0
Colméia,1716703.0,2020-08-18,34,8205.0,False,True,111,1352.83364,2020-08-17,0.036000000000000004,4,92,city,TO,0,0
Cássia,3115102.0,2020-08-18,34,17740.0,False,True,111,625.70462,2020-08-17,0.0,0,55,city,MG,0,0
Itaguaçu,3202702.0,2020-08-18,34,14066.0,False,True,111,789.13693,2020-08-16,0.009000000000000001,1,113,city,ES,0,0
Balneário Gaivota,4202073.0,2020-08-18,34,10979.0,False,True,111,1011.0210400000001,2020-08-17,0.036000000000000004,4,137,city,SC,0,0
Cordeiro,3301504.0,2020-08-18,34,21926.0,False,True,111,506.24829000000005,2020-08-17,0.009000000000000001,1,115,city,RJ,0,0
São João Batista,2111003.0,2020-08-18,34,20665.0,False,True,111,537.14009,2020-08-17,0.045,5,117,city,MA,0,0
Montanhas,2407708.0,2020-08-18,34,11251.0,False,True,111,986.5789699999999,2020-08-10,0.0541,6,117,city,RN,0,0
Terezópolis de Goiás,5221197.0,2020-08-18,34,8043.0,False,True,111,1380.08206,2020-08-17,0.036000000000000004,4,88,city,GO,0,0
Carandaí,3113206.0,2020-08-18,34,25501.0,False,True,111,435.27705,2020-08-17,0.027000000000000003,3,104,city,MG,0,0
Cumaru,2604908.0,2020-08-18,34,10906.0,False,True,111,1017.7883699999999,2020-08-17,0.0541,6,111,city,PE,0,0
Lençóis,2919306.0,2020-08-18,34,11409.0,False,True,111,972.91612,2020-08-17,0.0,0,53,city,BA,0,0
Moema,3142403.0,2020-08-18,34,7517.0,False,True,111,1476.65292,2020-08-17,0.009000000000000001,1,112,city,MG,0,0
Piranhas,5217203.0,2020-08-18,34,10385.0,False,True,110,1059.2200300000002,2020-08-17,0.0455,5,89,city,GO,0,0
Santa Rita de Cássia,2928406.0,2020-08-18,34,28338.0,False,True,110,388.17136,2020-08-17,0.0364,4,82,city,BA,0,0
Porto dos Gaúchos,5106802.0,2020-08-18,34,5410.0,False,True,110,2033.27172,2020-08-10,0.0091,1,68,city,MT,0,0
Passa Quatro,3147600.0,2020-08-18,34,16344.0,False,True,110,673.02986,2020-08-17,0.0364,4,97,city,MG,0,0
São Félix do Araguaia,5107859.0,2020-08-18,34,11708.0,False,True,110,939.52853,2020-08-10,0.0,0,98,city,MT,0,0
Nova Aliança,3532801.0,2020-08-18,34,6973.0,False,True,110,1577.51327,2020-08-17,0.0091,1,102,city,SP,0,0
Felipe Guerra,2403707.0,2020-08-18,34,5985.0,False,True,110,1837.92815,2020-08-10,0.0091,1,107,city,RN,0,0
Mirassolândia,3530409.0,2020-08-18,34,4871.0,False,True,109,2237.7335199999998,2020-08-17,0.0183,2,73,city,SP,0,0
Centenário do Sul,4105102.0,2020-08-18,34,10827.0,False,True,109,1006.7424,2020-08-17,0.0183,2,100,city,PR,0,0
Machados,2609105.0,2020-08-18,34,16088.0,False,True,109,677.52362,2020-08-17,0.0459,5,129,city,PE,0,0
Tabocão,1708254.0,2020-08-18,34,2589.0,False,True,109,4210.11974,2020-08-17,0.0183,2,114,city,TO,0,0
Divino de São Lourenço,3201803.0,2020-08-18,34,4304.0,False,True,108,2509.29368,2020-08-16,0.0,0,113,city,ES,0,0
Cuité de Mamanguape,2505238.0,2020-08-18,34,6353.0,False,True,108,1699.9842600000002,2020-08-17,0.0556,6,100,city,PB,0,0
Babaçulândia,1703008.0,2020-08-18,34,10664.0,False,True,108,1012.75319,2020-08-17,0.0093,1,94,city,TO,0,0
Cerqueira César,3511409.0,2020-08-18,34,19985.0,False,True,108,540.4053,2020-08-17,0.0278,3,105,city,SP,0,0
Bannach,1501253.0,2020-08-18,34,3286.0,False,True,108,3286.67072,2020-08-17,0.0185,2,111,city,PA,0,0
Serra do Salitre,3166808.0,2020-08-18,34,11582.0,False,True,108,932.48144,2020-08-17,0.0185,2,143,city,MG,0,0
Upanema,2414605.0,2020-08-18,34,14659.0,False,True,108,736.74876,2020-08-10,0.0463,5,105,city,RN,0,0
Paranapanema,3535804.0,2020-08-18,34,20197.0,False,True,108,534.73288,2020-08-17,0.0093,1,112,city,SP,0,0
Toledo,3169109.0,2020-08-18,34,6258.0,False,True,108,1725.7909899999997,2020-08-17,0.0463,5,139,city,MG,0,0
Muniz Ferreira,2922201.0,2020-08-18,34,7422.0,False,True,108,1455.13339,2020-08-17,0.0278,3,82,city,BA,0,0
Pilões,2511608.0,2020-08-18,34,6635.0,False,True,107,1612.66014,2020-08-17,0.0093,1,106,city,PB,0,0
Tenente Ananias,2414100.0,2020-08-18,34,10786.0,False,True,107,992.0267,2020-08-10,0.0374,4,136,city,RN,0,0
Lagoa Grande do Maranhão,2105963.0,2020-08-18,34,11394.0,False,True,107,939.09075,2020-08-17,0.027999999999999997,3,95,city,MA,0,0
Monte Sião,3143401.0,2020-08-18,34,23803.0,False,True,107,449.52317,2020-08-17,0.027999999999999997,3,97,city,MG,0,0
Botuverá,4202701.0,2020-08-18,34,5246.0,False,True,107,2039.6492600000001,2020-08-17,0.0,0,135,city,SC,0,0
Malhada dos Bois,2803807.0,2020-08-18,34,3682.0,False,True,107,2906.0293300000003,2020-08-17,0.0,0,108,city,SE,0,0
Candelária,4304200.0,2020-08-18,34,31365.0,True,False,107,341.14459,2020-08-18,0.0093,1,126,city,RS,5,0
São Jorge,4318440.0,2020-08-18,34,2824.0,True,False,107,3788.9518399999997,2020-08-18,0.0187,2,136,city,RS,4,0
Diamantina,3121605.0,2020-08-18,34,47723.0,False,True,107,224.21055,2020-08-17,0.0467,5,96,city,MG,0,0
Quatis,3304128.0,2020-08-18,34,14302.0,False,True,107,748.14711,2020-08-17,0.0093,1,134,city,RJ,0,0
Cedral,2103109.0,2020-08-18,34,10675.0,False,True,107,1002.34192,2020-08-17,0.0,0,101,city,MA,0,0
Mulungu,2309102.0,2020-08-18,34,10823.0,False,True,107,988.63531,2020-08-17,0.0561,6,126,city,CE,0,0
Monte Alegre do Piauí,2206605.0,2020-08-18,34,10613.0,False,True,107,1008.19749,2020-08-17,0.027999999999999997,3,70,city,PI,0,0
Vale do Anari,1101757.0,2020-08-18,34,11204.0,False,True,106,946.09068,2020-08-17,0.0094,1,110,city,RO,0,0
Campo Novo de Rondônia,1100700.0,2020-08-18,34,14139.0,False,True,106,749.69941,2020-08-17,0.0377,4,109,city,RO,0,0
Salete,4215307.0,2020-08-18,34,7642.0,False,True,106,1387.07145,2020-08-17,0.0094,1,118,city,SC,0,0
Remanso,2926004.0,2020-08-18,34,41008.0,False,True,106,258.48615,2020-08-17,0.0377,4,107,city,BA,0,0
Ouro Fino,3146008.0,2020-08-18,34,33639.0,False,True,106,315.11044,2020-08-17,0.0283,3,135,city,MG,0,0
Taiaçu,3553104.0,2020-08-18,34,6295.0,False,True,106,1683.8760899999997,2020-08-17,0.0094,1,125,city,SP,0,0
Apiacá,3200508.0,2020-08-18,34,7567.0,False,True,106,1400.81935,2020-08-16,0.0189,2,122,city,ES,0,0
Paulo de Faria,3536604.0,2020-08-18,34,8945.0,False,True,106,1185.01956,2020-08-17,0.0189,2,83,city,SP,0,0
Ponto Novo,2925253.0,2020-08-18,34,14914.0,False,True,106,710.7415900000001,2020-08-17,0.0094,1,96,city,BA,0,0
Inhapim,3130903.0,2020-08-18,34,24140.0,False,True,106,439.10522000000003,2020-08-17,0.0377,4,97,city,MG,0,0
Sengés,4126306.0,2020-08-18,34,19327.0,False,True,106,548.45553,2020-08-17,0.0472,5,60,city,PR,0,0
Nova Europa,3532900.0,2020-08-18,34,11186.0,False,True,106,947.61309,2020-08-17,0.0,0,102,city,SP,0,0
Fagundes,2506103.0,2020-08-18,34,11253.0,False,True,106,941.97103,2020-08-17,0.0377,4,91,city,PB,0,0
Rio Verde de Mato Grosso,5007406.0,2020-08-18,34,19746.0,False,True,106,536.81758,2020-08-14,0.0283,3,145,city,MS,0,0
Guaraniaçu,4109302.0,2020-08-18,34,12472.0,False,True,105,841.88582,2020-08-17,0.0095,1,137,city,PR,0,0
General Câmara,4308805.0,2020-08-18,34,8385.0,True,False,105,1252.23614,2020-08-18,0.019,2,106,city,RS,0,0
Guabiju,4309258.0,2020-08-18,34,1503.0,True,False,105,6986.027940000001,2020-08-18,0.0,0,103,city,RS,1,0
Itamonte,3133006.0,2020-08-18,34,15579.0,False,True,105,673.98421,2020-08-17,0.0,0,115,city,MG,0,0
São Sebastião da Grama,3550803.0,2020-08-18,34,12182.0,False,True,105,861.9274300000001,2020-08-17,0.0286,3,118,city,SP,0,0
Poté,3152402.0,2020-08-18,34,16555.0,False,True,105,634.24947,2020-08-17,0.0381,4,106,city,MG,0,0
Santo Anastácio,3547700.0,2020-08-18,34,20878.0,False,True,105,502.92174000000006,2020-08-17,0.0762,8,105,city,SP,0,0
Ipaumirim,2305704.0,2020-08-18,34,12463.0,False,True,105,842.4937800000001,2020-08-17,0.0286,3,119,city,CE,0,0
Comendador Levy Gasparian,3300951.0,2020-08-18,34,8561.0,False,True,105,1226.49223,2020-08-17,0.0286,3,93,city,RJ,0,0
Barro,2302008.0,2020-08-18,34,22680.0,False,True,105,462.96295999999995,2020-08-17,0.0762,8,104,city,CE,0,0
Ipiranga do Piauí,2204808.0,2020-08-18,34,9811.0,False,True,105,1070.2273,2020-08-17,0.0,0,103,city,PI,0,0
Potim,3540754.0,2020-08-18,34,24643.0,False,True,105,426.08449,2020-08-17,0.0095,1,97,city,SP,0,0
Malta,2508802.0,2020-08-18,34,5759.0,False,True,105,1823.2332,2020-08-17,0.019,2,100,city,PB,0,0
Palmeirante,1715705.0,2020-08-18,34,6026.0,False,True,105,1742.4493899999998,2020-08-17,0.0286,3,88,city,TO,0,0
Itapaci,5210901.0,2020-08-18,34,22981.0,False,True,105,456.89918,2020-08-17,0.0286,3,85,city,GO,0,0
Cariri do Tocantins,1703867.0,2020-08-18,34,4382.0,False,True,104,2373.3455,2020-08-17,0.0192,2,130,city,TO,0,0
Novo Lino,2705606.0,2020-08-18,34,12690.0,False,True,104,819.54295,2020-08-17,0.0481,5,111,city,AL,0,0
Porto Rico do Maranhão,2109056.0,2020-08-18,34,5975.0,False,True,104,1740.58577,2020-08-17,0.0096,1,105,city,MA,0,0
Pedro Velho,2409803.0,2020-08-18,34,14806.0,False,True,104,702.41794,2020-08-10,0.0192,2,106,city,RN,0,0
São Pedro do Ivaí,4125803.0,2020-08-18,34,10981.0,False,True,104,947.0904300000001,2020-08-17,0.0288,3,48,city,PR,0,0
Governador Mangabeira,2911600.0,2020-08-18,34,20722.0,False,True,104,501.88205999999997,2020-08-17,0.0096,1,109,city,BA,0,0
Pinhão,4119301.0,2020-08-18,34,32391.0,False,True,104,321.07684,2020-08-17,0.0096,1,137,city,PR,0,0
Campinaçu,5204656.0,2020-08-18,34,3640.0,False,True,104,2857.14286,2020-08-17,0.0,0,19,city,GO,0,0
Nhandeara,3532603.0,2020-08-18,34,11478.0,False,True,104,906.0812,2020-08-17,0.0288,3,127,city,SP,0,0
São Félix de Balsas,2110807.0,2020-08-18,34,4585.0,False,True,104,2268.26609,2020-08-17,0.0,0,87,city,MA,0,0
Carmo,3301207.0,2020-08-18,34,18895.0,False,True,104,550.41016,2020-08-17,0.0192,2,109,city,RJ,0,0
Ribeira do Amparo,2926509.0,2020-08-18,34,14592.0,False,True,104,712.7193,2020-08-17,0.0,0,88,city,BA,0,0
Serranópolis do Iguaçu,4126355.0,2020-08-18,34,4495.0,False,True,104,2313.68187,2020-08-17,0.0,0,70,city,PR,0,0
Barra de Santana,2501575.0,2020-08-18,34,8359.0,False,True,103,1232.20481,2020-08-17,0.0194,2,101,city,PB,0,0
Fernando de Noronha,2605459.0,2020-08-18,34,3061.0,False,True,103,3364.9134299999996,2020-08-17,0.0,0,145,city,PE,0,0
Itambacuri,3132701.0,2020-08-18,34,23211.0,False,True,103,443.75512000000003,2020-08-17,0.0485,5,102,city,MG,0,0
Perdões,3149903.0,2020-08-18,34,21390.0,False,True,103,481.53342999999995,2020-08-17,0.0,0,129,city,MG,0,0
Pinhalzinho,3538204.0,2020-08-18,34,15207.0,False,True,103,677.31966,2020-08-17,0.0097,1,116,city,SP,0,0
Agrolândia,4200200.0,2020-08-18,34,10864.0,False,True,103,948.0854199999999,2020-08-17,0.0194,2,85,city,SC,0,0
Tacuru,5007950.0,2020-08-18,34,11552.0,False,True,103,891.6205,2020-08-14,0.0,0,98,city,MS,0,0
Aramari,2902203.0,2020-08-18,34,11397.0,False,True,102,894.97236,2020-08-17,0.0,0,78,city,BA,0,0
Curralinhos,2203255.0,2020-08-18,34,4443.0,False,True,102,2295.74612,2020-08-17,0.0,0,83,city,PI,0,0
Presidente Olegário,3153400.0,2020-08-18,34,19573.0,False,True,102,521.12604,2020-08-17,0.0392,4,69,city,MG,0,0
Pium,1717503.0,2020-08-18,34,7654.0,False,True,102,1332.63653,2020-08-17,0.0098,1,88,city,TO,0,0
Urupá,1101708.0,2020-08-18,34,11467.0,False,True,102,889.50903,2020-08-17,0.0098,1,118,city,RO,0,0
Wenceslau Braz,4128500.0,2020-08-18,34,19414.0,False,True,102,525.39405,2020-08-17,0.049,5,99,city,PR,0,0
São Lourenço do Oeste,4216909.0,2020-08-18,34,24076.0,False,True,102,423.65842000000004,2020-08-17,0.0196,2,145,city,SC,0,0
Santa Rita de Minas,3159357.0,2020-08-18,34,7212.0,False,True,102,1414.3094800000001,2020-08-17,0.0196,2,53,city,MG,0,0
Paraibuna,3535606.0,2020-08-18,34,18222.0,False,True,102,559.76292,2020-08-17,0.0686,7,112,city,SP,0,0
Saudades,4217303.0,2020-08-18,34,9745.0,False,True,101,1036.42894,2020-08-17,0.0,0,79,city,SC,0,0
Serra Caiada,2410306.0,2020-08-18,34,10395.0,False,True,101,971.6209699999999,2020-08-10,0.0396,4,99,city,RN,0,0
São Pedro dos Crentes,2111573.0,2020-08-18,34,4668.0,False,True,101,2163.66752,2020-08-17,0.0198,2,103,city,MA,0,0
Cidreira,4305454.0,2020-08-18,34,16254.0,True,False,101,621.38551,2020-08-18,0.0297,3,132,city,RS,6,0
Pardinho,3536109.0,2020-08-18,34,6435.0,False,True,101,1569.5415699999999,2020-08-17,0.0099,1,91,city,SP,0,0
Monteirópolis,2705408.0,2020-08-18,34,7159.0,False,True,101,1410.8115699999998,2020-08-17,0.0,0,97,city,AL,0,0
Araçoiaba,2601052.0,2020-08-18,34,20524.0,False,True,101,492.1068,2020-08-17,0.1188,12,128,city,PE,0,0
Tapiraí,3553500.0,2020-08-18,34,7807.0,False,True,101,1293.71077,2020-08-17,0.0,0,104,city,SP,0,0
General Maynard,2802502.0,2020-08-18,34,3346.0,False,True,100,2988.64316,2020-08-17,0.04,4,95,city,SE,0,0
Santa Vitória do Palmar,4317301.0,2020-08-18,34,29676.0,True,False,100,336.97264,2020-08-18,0.01,1,82,city,RS,2,0
Sambaíba,2109700.0,2020-08-18,34,5671.0,False,True,100,1763.35743,2020-08-17,0.01,1,93,city,MA,0,0
São Lourenço do Sul,4318804.0,2020-08-18,34,43582.0,True,False,100,229.45252999999997,2020-08-18,0.03,3,135,city,RS,10,0
Pedra Azul,3148707.0,2020-08-18,34,24324.0,False,True,100,411.11659,2020-08-17,0.08,8,98,city,MG,0,0
Morro do Chapéu,2921708.0,2020-08-18,34,35413.0,False,True,100,282.38218,2020-08-17,0.0,0,98,city,BA,0,0
Catiguá,3511201.0,2020-08-18,34,7804.0,False,True,100,1281.39416,2020-08-17,0.03,3,100,city,SP,0,0
Cerro Azul,4105201.0,2020-08-18,34,17779.0,False,True,100,562.46133,2020-08-17,0.07,7,62,city,PR,0,0
Dom Pedrito,4306601.0,2020-08-18,34,38461.0,True,False,100,260.00364,2020-08-18,0.03,3,147,city,RS,0,0
Lagoinha do Piauí,2205540.0,2020-08-18,34,2845.0,False,True,100,3514.93849,2020-08-17,0.01,1,75,city,PI,0,0
