Açude,Data do registro,Volume (%),Volume (m³),Afluência/Defluência (m²),data
Epitácio Pessoa,14/05/2000,44.7,184.113.053,-230.626,2000-05-14
Epitácio Pessoa,15/05/2000,44.7,184.113.053,0,2000-05-15
Epitácio Pessoa,16/05/2000,44.7,183.882.428,-230.625,2000-05-16
Epitácio Pessoa,17/05/2000,44.7,183.882.428,0,2000-05-17
Epitácio Pessoa,18/05/2000,44.7,183.882.428,0,2000-05-18
Epitácio Pessoa,19/05/2000,44.6,183.651.803,-230.625,2000-05-19
Epitácio Pessoa,20/05/2000,44.6,183.421.178,-230.625,2000-05-20
Epitácio Pessoa,21/05/2000,44.5,183.190.553,-230.625,2000-05-21
Epitácio Pessoa,22/05/2000,44.4,182.959.928,-230.625,2000-05-22
Epitácio Pessoa,23/05/2000,44.4,182.959.928,0,2000-05-23
Epitácio Pessoa,24/05/2000,44.4,182.959.928,0,2000-05-24
Epitácio Pessoa,25/05/2000,44.4,182.729.302,-230.626,2000-05-25
Epitácio Pessoa,26/05/2000,44.3,182.498.677,-230.625,2000-05-26
Epitácio Pessoa,27/05/2000,44.3,182.498.677,0,2000-05-27
Epitácio Pessoa,28/05/2000,44.3,182.268.052,-230.625,2000-05-28
Epitácio Pessoa,29/05/2000,44.2,182.037.427,-230.625,2000-05-29
Epitácio Pessoa,30/05/2000,44.2,181.806.802,-230.625,2000-05-30
Epitácio Pessoa,31/05/2000,44.1,181.576.176,-230.626,2000-05-31
Epitácio Pessoa,01/06/2000,44.0,181.345.551,-230.625,2000-06-01
Epitácio Pessoa,02/06/2000,44.0,181.114.926,-230.625,2000-06-02
Epitácio Pessoa,03/06/2000,43.9,180.884.301,-230.625,2000-06-03
Epitácio Pessoa,04/06/2000,43.9,180.653.676,-230.625,2000-06-04
Epitácio Pessoa,05/06/2000,43.8,180.423.050,-230.626,2000-06-05
Epitácio Pessoa,06/06/2000,43.8,180.192.425,-230.625,2000-06-06
Epitácio Pessoa,07/06/2000,43.8,180.192.425,0,2000-06-07
Epitácio Pessoa,08/06/2000,43.8,180.192.425,0,2000-06-08
Epitácio Pessoa,09/06/2000,43.8,180.192.425,0,2000-06-09
Epitácio Pessoa,10/06/2000,43.7,179.961.800,-230.625,2000-06-10
Epitácio Pessoa,11/06/2000,43.7,179.731.175,-230.625,2000-06-11
Epitácio Pessoa,12/06/2000,43.6,179.500.549,-230.626,2000-06-12
Epitácio Pessoa,13/06/2000,43.6,179.500.549,0,2000-06-13
Epitácio Pessoa,14/06/2000,43.5,179.269.924,-230.625,2000-06-14
Epitácio Pessoa,15/06/2000,43.5,179.269.924,0,2000-06-15
Epitácio Pessoa,16/06/2000,43.5,179.269.924,0,2000-06-16
Epitácio Pessoa,17/06/2000,43.5,179.039.299,-230.625,2000-06-17
Epitácio Pessoa,18/06/2000,43.4,178.808.674,-230.625,2000-06-18
Epitácio Pessoa,19/06/2000,43.4,178.808.674,0,2000-06-19
Epitácio Pessoa,20/06/2000,43.4,178.578.049,-230.625,2000-06-20
Epitácio Pessoa,21/06/2000,43.3,178.347.423,-230.626,2000-06-21
Epitácio Pessoa,22/06/2000,43.3,178.116.798,-230.625,2000-06-22
Epitácio Pessoa,23/06/2000,43.2,177.886.173,-230.625,2000-06-23
Epitácio Pessoa,24/06/2000,43.2,177.886.173,0,2000-06-24
Epitácio Pessoa,25/06/2000,43.3,178.116.798,230.625,2000-06-25
Epitácio Pessoa,26/06/2000,43.3,178.347.423,230.625,2000-06-26
Epitácio Pessoa,27/06/2000,43.3,178.347.423,0,2000-06-27
Epitácio Pessoa,28/06/2000,43.3,178.116.798,-230.625,2000-06-28
Epitácio Pessoa,29/06/2000,43.3,178.116.798,0,2000-06-29
Epitácio Pessoa,30/06/2000,43.2,177.886.173,-230.625,2000-06-30
Epitácio Pessoa,01/07/2000,43.2,177.655.548,-230.625,2000-07-01
Epitácio Pessoa,02/07/2000,43.1,177.424.923,-230.625,2000-07-02
Epitácio Pessoa,03/07/2000,43.0,177.194.298,-230.625,2000-07-03
Epitácio Pessoa,04/07/2000,43.0,177.194.298,0,2000-07-04
Epitácio Pessoa,05/07/2000,43.0,177.194.298,0,2000-07-05
Epitácio Pessoa,06/07/2000,43.0,177.194.298,0,2000-07-06
Epitácio Pessoa,07/07/2000,43.0,176.963.672,-230.626,2000-07-07
Epitácio Pessoa,08/07/2000,43.0,176.963.672,0,2000-07-08
Epitácio Pessoa,09/07/2000,42.9,176.733.047,-230.625,2000-07-09
Epitácio Pessoa,10/07/2000,42.9,176.502.422,-230.625,2000-07-10
Epitácio Pessoa,11/07/2000,43.0,176.963.672,461.250,2000-07-11
Epitácio Pessoa,12/07/2000,43.0,176.963.672,0,2000-07-12
Epitácio Pessoa,13/07/2000,42.9,176.733.047,-230.625,2000-07-13
Epitácio Pessoa,14/07/2000,42.9,176.502.422,-230.625,2000-07-14
Epitácio Pessoa,15/07/2000,42.9,176.502.422,0,2000-07-15
Epitácio Pessoa,16/07/2000,42.9,176.502.422,0,2000-07-16
Epitácio Pessoa,17/07/2000,42.8,176.271.797,-230.625,2000-07-17
Epitácio Pessoa,18/07/2000,42.8,176.271.797,0,2000-07-18
Epitácio Pessoa,19/07/2000,42.8,176.041.172,-230.625,2000-07-19
Epitácio Pessoa,20/07/2000,42.8,176.041.172,0,2000-07-20
Epitácio Pessoa,21/07/2000,42.7,175.810.546,-230.626,2000-07-21
Epitácio Pessoa,22/07/2000,42.8,176.271.797,461.251,2000-07-22
Epitácio Pessoa,23/07/2000,42.8,176.271.797,0,2000-07-23
Epitácio Pessoa,24/07/2000,42.8,176.041.172,-230.625,2000-07-24
Epitácio Pessoa,25/07/2000,42.7,175.810.546,-230.626,2000-07-25
Epitácio Pessoa,26/07/2000,42.7,175.810.546,0,2000-07-26
Epitácio Pessoa,27/07/2000,42.7,175.810.546,0,2000-07-27
Epitácio Pessoa,28/07/2000,42.6,175.579.921,-230.625,2000-07-28
Epitácio Pessoa,29/07/2000,42.6,175.579.921,0,2000-07-29
Epitácio Pessoa,30/07/2000,42.6,175.349.296,-230.625,2000-07-30
Epitácio Pessoa,31/07/2000,42.5,175.118.671,-230.625,2000-07-31
Epitácio Pessoa,01/08/2000,42.5,174.888.046,-230.625,2000-08-01
Epitácio Pessoa,02/08/2000,42.5,175.118.671,230.625,2000-08-02
Epitácio Pessoa,03/08/2000,42.5,174.888.046,-230.625,2000-08-03
Epitácio Pessoa,04/08/2000,42.4,174.657.420,-230.626,2000-08-04
Epitácio Pessoa,05/08/2000,42.4,174.657.420,0,2000-08-05
Epitácio Pessoa,06/08/2000,42.4,174.426.795,-230.625,2000-08-06
Epitácio Pessoa,07/08/2000,42.4,174.426.795,0,2000-08-07
Epitácio Pessoa,08/08/2000,42.3,174.196.170,-230.625,2000-08-08
Epitácio Pessoa,09/08/2000,42.3,174.196.170,0,2000-08-09
Epitácio Pessoa,10/08/2000,42.3,174.196.170,0,2000-08-10
Epitácio Pessoa,11/08/2000,42.3,173.965.545,-230.625,2000-08-11
Epitácio Pessoa,12/08/2000,42.2,173.734.919,-230.626,2000-08-12
Epitácio Pessoa,13/08/2000,42.2,173.734.919,0,2000-08-13
Epitácio Pessoa,14/08/2000,42.1,173.504.294,-230.625,2000-08-14
Epitácio Pessoa,15/08/2000,42.1,173.273.669,-230.625,2000-08-15
Epitácio Pessoa,16/08/2000,42.0,173.043.044,-230.625,2000-08-16
Epitácio Pessoa,17/08/2000,42.0,172.812.419,-230.625,2000-08-17
Epitácio Pessoa,18/08/2000,42.0,172.812.419,0,2000-08-18
Epitácio Pessoa,19/08/2000,41.9,172.581.793,-230.626,2000-08-19
Epitácio Pessoa,20/08/2000,41.9,172.351.168,-230.625,2000-08-20
Epitácio Pessoa,21/08/2000,41.9,172.351.168,0,2000-08-21
Epitácio Pessoa,22/08/2000,41.8,172.120.543,-230.625,2000-08-22
Epitácio Pessoa,23/08/2000,41.8,171.889.918,-230.625,2000-08-23
Epitácio Pessoa,24/08/2000,41.7,171.659.293,-230.625,2000-08-24
Epitácio Pessoa,25/08/2000,41.7,171.659.293,0,2000-08-25
Epitácio Pessoa,26/08/2000,41.6,171.428.668,-230.625,2000-08-26
Epitácio Pessoa,27/08/2000,41.6,171.428.668,0,2000-08-27
Epitácio Pessoa,28/08/2000,41.6,171.198.042,-230.626,2000-08-28
Epitácio Pessoa,29/08/2000,41.5,170.967.417,-230.625,2000-08-29
Epitácio Pessoa,30/08/2000,41.5,170.736.792,-230.625,2000-08-30
Epitácio Pessoa,31/08/2000,41.4,170.506.167,-230.625,2000-08-31
Epitácio Pessoa,01/09/2000,41.4,170.275.542,-230.625,2000-09-01
Epitácio Pessoa,02/09/2000,41.3,170.044.916,-230.626,2000-09-02
Epitácio Pessoa,03/09/2000,41.2,169.814.291,-230.625,2000-09-03
Epitácio Pessoa,04/09/2000,41.2,169.583.666,-230.625,2000-09-04
Epitácio Pessoa,05/09/2000,41.1,169.353.041,-230.625,2000-09-05
Epitácio Pessoa,06/09/2000,41.1,169.122.416,-230.625,2000-09-06
Epitácio Pessoa,07/09/2000,41.0,168.916.239,-206.177,2000-09-07
Epitácio Pessoa,08/09/2000,41.0,168.710.062,-206.177,2000-09-08
Epitácio Pessoa,09/09/2000,41.0,168.710.062,0,2000-09-09
Epitácio Pessoa,10/09/2000,41.0,168.710.062,0,2000-09-10
Epitácio Pessoa,11/09/2000,41.0,168.710.062,0,2000-09-11
Epitácio Pessoa,12/09/2000,41.0,168.710.062,0,2000-09-12
Epitácio Pessoa,13/09/2000,40.9,168.503.885,-206.177,2000-09-13
Epitácio Pessoa,14/09/2000,40.9,168.503.885,0,2000-09-14
Epitácio Pessoa,15/09/2000,40.9,168.297.708,-206.177,2000-09-15
Epitácio Pessoa,16/09/2000,40.8,168.091.531,-206.177,2000-09-16
Epitácio Pessoa,17/09/2000,40.8,168.091.531,0,2000-09-17
Epitácio Pessoa,18/09/2000,40.8,168.091.531,0,2000-09-18
Epitácio Pessoa,19/09/2000,40.8,168.091.531,0,2000-09-19
Epitácio Pessoa,20/09/2000,40.8,167.885.354,-206.177,2000-09-20
Epitácio Pessoa,21/09/2000,40.7,167.679.177,-206.177,2000-09-21
Epitácio Pessoa,22/09/2000,40.7,167.473.000,-206.177,2000-09-22
Epitácio Pessoa,23/09/2000,40.6,167.266.823,-206.177,2000-09-23
Epitácio Pessoa,24/09/2000,40.6,167.060.646,-206.177,2000-09-24
Epitácio Pessoa,25/09/2000,40.5,166.854.469,-206.177,2000-09-25
Epitácio Pessoa,26/09/2000,40.5,166.648.292,-206.177,2000-09-26
Epitácio Pessoa,27/09/2000,40.4,166.442.115,-206.177,2000-09-27
Epitácio Pessoa,28/09/2000,40.4,166.235.938,-206.177,2000-09-28
Epitácio Pessoa,29/09/2000,40.4,166.235.938,0,2000-09-29
Epitácio Pessoa,30/09/2000,40.3,166.029.761,-206.177,2000-09-30
Epitácio Pessoa,01/10/2000,40.3,165.823.584,-206.177,2000-10-01
Epitácio Pessoa,02/10/2000,40.2,165.617.407,-206.177,2000-10-02
Epitácio Pessoa,03/10/2000,40.2,165.411.230,-206.177,2000-10-03
Epitácio Pessoa,04/10/2000,40.1,165.205.053,-206.177,2000-10-04
Epitácio Pessoa,05/10/2000,40.1,164.998.876,-206.177,2000-10-05
Epitácio Pessoa,06/10/2000,40.0,164.792.699,-206.177,2000-10-06
Epitácio Pessoa,07/10/2000,40.0,164.586.522,-206.177,2000-10-07
Epitácio Pessoa,08/10/2000,39.9,164.380.345,-206.177,2000-10-08
Epitácio Pessoa,09/10/2000,39.9,164.174.168,-206.177,2000-10-09
Epitácio Pessoa,10/10/2000,39.8,163.967.992,-206.176,2000-10-10
Epitácio Pessoa,11/10/2000,39.8,163.761.815,-206.177,2000-10-11
Epitácio Pessoa,12/10/2000,39.7,163.555.638,-206.177,2000-10-12
Epitácio Pessoa,13/10/2000,39.7,163.349.461,-206.177,2000-10-13
Epitácio Pessoa,14/10/2000,39.6,163.143.284,-206.177,2000-10-14
Epitácio Pessoa,15/10/2000,39.6,162.937.107,-206.177,2000-10-15
Epitácio Pessoa,16/10/2000,39.5,162.730.930,-206.177,2000-10-16
Epitácio Pessoa,17/10/2000,39.5,162.524.753,-206.177,2000-10-17
Epitácio Pessoa,18/10/2000,39.4,162.318.576,-206.177,2000-10-18
Epitácio Pessoa,19/10/2000,39.4,162.112.399,-206.177,2000-10-19
Epitácio Pessoa,20/10/2000,39.3,161.906.222,-206.177,2000-10-20
Epitácio Pessoa,21/10/2000,39.3,161.700.045,-206.177,2000-10-21
Epitácio Pessoa,22/10/2000,39.2,161.493.868,-206.177,2000-10-22
Epitácio Pessoa,23/10/2000,39.2,161.287.691,-206.177,2000-10-23
Epitácio Pessoa,24/10/2000,39.1,161.081.514,-206.177,2000-10-24
Epitácio Pessoa,25/10/2000,39.1,160.875.337,-206.177,2000-10-25
Epitácio Pessoa,26/10/2000,39.0,160.462.983,-412.354,2000-10-26
Epitácio Pessoa,27/10/2000,38.9,160.256.806,-206.177,2000-10-27
Epitácio Pessoa,28/10/2000,38.9,160.050.629,-206.177,2000-10-28
Epitácio Pessoa,29/10/2000,38.8,159.844.452,-206.177,2000-10-29
Epitácio Pessoa,30/10/2000,38.8,159.638.275,-206.177,2000-10-30
Epitácio Pessoa,31/10/2000,38.7,159.432.098,-206.177,2000-10-31
Epitácio Pessoa,01/11/2000,38.7,159.225.921,-206.177,2000-11-01
Epitácio Pessoa,02/11/2000,38.6,159.019.744,-206.177,2000-11-02
Epitácio Pessoa,03/11/2000,38.6,158.813.568,-206.176,2000-11-03
Epitácio Pessoa,04/11/2000,38.5,158.607.391,-206.177,2000-11-04
Epitácio Pessoa,05/11/2000,38.5,158.401.214,-206.177,2000-11-05
Epitácio Pessoa,06/11/2000,38.4,158.195.037,-206.177,2000-11-06
Epitácio Pessoa,07/11/2000,38.4,157.988.860,-206.177,2000-11-07
Epitácio Pessoa,08/11/2000,38.3,157.782.683,-206.177,2000-11-08
Epitácio Pessoa,09/11/2000,38.3,157.576.506,-206.177,2000-11-09
Epitácio Pessoa,10/11/2000,38.2,157.164.152,-412.354,2000-11-10
Epitácio Pessoa,11/11/2000,38.1,156.957.975,-206.177,2000-11-11
Epitácio Pessoa,12/11/2000,38.1,156.751.798,-206.177,2000-11-12
Epitácio Pessoa,13/11/2000,38.0,156.545.621,-206.177,2000-11-13
Epitácio Pessoa,14/11/2000,38.0,156.339.444,-206.177,2000-11-14
Epitácio Pessoa,15/11/2000,37.9,156.133.267,-206.177,2000-11-15
Epitácio Pessoa,16/11/2000,37.9,155.927.090,-206.177,2000-11-16
Epitácio Pessoa,17/11/2000,37.8,155.720.913,-206.177,2000-11-17
Epitácio Pessoa,18/11/2000,37.8,155.514.736,-206.177,2000-11-18
Epitácio Pessoa,19/11/2000,37.7,155.308.559,-206.177,2000-11-19
Epitácio Pessoa,20/11/2000,37.7,155.102.382,-206.177,2000-11-20
Epitácio Pessoa,21/11/2000,37.6,154.896.205,-206.177,2000-11-21
Epitácio Pessoa,22/11/2000,37.6,154.690.028,-206.177,2000-11-22
Epitácio Pessoa,23/11/2000,37.5,154.483.851,-206.177,2000-11-23
Epitácio Pessoa,24/11/2000,37.4,154.071.497,-412.354,2000-11-24
Epitácio Pessoa,25/11/2000,37.4,153.865.320,-206.177,2000-11-25
Epitácio Pessoa,26/11/2000,37.3,153.659.144,-206.176,2000-11-26
Epitácio Pessoa,27/11/2000,37.3,153.452.967,-206.177,2000-11-27
Epitácio Pessoa,28/11/2000,37.2,153.246.790,-206.177,2000-11-28
Epitácio Pessoa,29/11/2000,37.2,153.040.613,-206.177,2000-11-29
Epitácio Pessoa,30/11/2000,37.1,152.834.436,-206.177,2000-11-30
Epitácio Pessoa,01/12/2000,37.0,152.422.082,-412.354,2000-12-01
Epitácio Pessoa,02/12/2000,37.0,152.215.905,-206.177,2000-12-02
Epitácio Pessoa,03/12/2000,36.9,152.009.728,-206.177,2000-12-03
Epitácio Pessoa,04/12/2000,36.9,151.803.551,-206.177,2000-12-04
Epitácio Pessoa,05/12/2000,36.8,151.597.374,-206.177,2000-12-05
Epitácio Pessoa,06/12/2000,36.8,151.391.197,-206.177,2000-12-06
Epitácio Pessoa,07/12/2000,36.7,150.978.843,-412.354,2000-12-07
Epitácio Pessoa,08/12/2000,36.6,150.772.666,-206.177,2000-12-08
Epitácio Pessoa,09/12/2000,36.6,150.566.489,-206.177,2000-12-09
Epitácio Pessoa,10/12/2000,36.5,150.360.312,-206.177,2000-12-10
Epitácio Pessoa,11/12/2000,36.5,150.154.135,-206.177,2000-12-11
Epitácio Pessoa,12/12/2000,36.4,149.947.958,-206.177,2000-12-12
Epitácio Pessoa,13/12/2000,36.3,149.535.604,-412.354,2000-12-13
Epitácio Pessoa,14/12/2000,36.4,149.741.781,206.177,2000-12-14
Epitácio Pessoa,15/12/2000,36.4,149.741.781,0,2000-12-15
Epitácio Pessoa,16/12/2000,36.5,150.154.135,412.354,2000-12-16
Epitácio Pessoa,17/12/2000,36.5,150.154.135,0,2000-12-17
Epitácio Pessoa,18/12/2000,36.5,150.154.135,0,2000-12-18
Epitácio Pessoa,19/12/2000,36.4,149.947.958,-206.177,2000-12-19
Epitácio Pessoa,20/12/2000,36.4,149.741.781,-206.177,2000-12-20
Epitácio Pessoa,21/12/2000,36.3,149.535.604,-206.177,2000-12-21
Epitácio Pessoa,22/12/2000,36.3,149.329.427,-206.177,2000-12-22
Epitácio Pessoa,23/12/2000,36.2,149.123.250,-206.177,2000-12-23
Epitácio Pessoa,24/12/2000,36.2,148.917.073,-206.177,2000-12-24
Epitácio Pessoa,25/12/2000,36.1,148.710.896,-206.177,2000-12-25
Epitácio Pessoa,26/12/2000,36.0,148.320.662,-390.234,2000-12-26
Epitácio Pessoa,27/12/2000,36.0,148.136.605,-184.057,2000-12-27
Epitácio Pessoa,28/12/2000,35.9,147.952.548,-184.057,2000-12-28
Epitácio Pessoa,29/12/2000,35.9,147.768.491,-184.057,2000-12-29
Epitácio Pessoa,30/12/2000,35.8,147.584.434,-184.057,2000-12-30
Epitácio Pessoa,01/01/2001,35.8,147.216.320,-184.057,2001-01-01
Epitácio Pessoa,02/01/2001,35.7,147.032.263,-184.057,2001-01-02
Epitácio Pessoa,03/01/2001,35.6,146.664.149,-368.114,2001-01-03
Epitácio Pessoa,04/01/2001,35.6,146.480.092,-184.057,2001-01-04
Epitácio Pessoa,05/01/2001,35.5,146.296.035,-184.057,2001-01-05
Epitácio Pessoa,06/01/2001,35.5,146.111.978,-184.057,2001-01-06
Epitácio Pessoa,07/01/2001,35.4,145.927.921,-184.057,2001-01-07
Epitácio Pessoa,08/01/2001,35.4,145.559.807,-368.114,2001-01-08
Epitácio Pessoa,09/01/2001,35.3,145.375.750,-184.057,2001-01-09
Epitácio Pessoa,10/01/2001,35.3,145.191.693,-184.057,2001-01-10
Epitácio Pessoa,11/01/2001,35.2,145.007.636,-184.057,2001-01-11
Epitácio Pessoa,12/01/2001,35.2,145.007.636,0,2001-01-12
Epitácio Pessoa,13/01/2001,35.2,145.007.636,0,2001-01-13
Epitácio Pessoa,14/01/2001,35.2,144.823.579,-184.057,2001-01-14
Epitácio Pessoa,15/01/2001,35.1,144.639.522,-184.057,2001-01-15
Epitácio Pessoa,16/01/2001,35.1,144.455.465,-184.057,2001-01-16
Epitácio Pessoa,17/01/2001,35.0,144.271.408,-184.057,2001-01-17
Epitácio Pessoa,18/01/2001,35.0,143.903.294,-368.114,2001-01-18
Epitácio Pessoa,19/01/2001,34.9,143.719.237,-184.057,2001-01-19
Epitácio Pessoa,20/01/2001,34.9,143.535.180,-184.057,2001-01-20
Epitácio Pessoa,21/01/2001,34.8,143.351.123,-184.057,2001-01-21
Epitácio Pessoa,22/01/2001,34.8,143.167.066,-184.057,2001-01-22
Epitácio Pessoa,23/01/2001,34.7,142.983.009,-184.057,2001-01-23
Epitácio Pessoa,24/01/2001,34.7,142.798.952,-184.057,2001-01-24
Epitácio Pessoa,25/01/2001,34.7,142.798.952,0,2001-01-25
Epitácio Pessoa,26/01/2001,34.6,142.430.838,-368.114,2001-01-26
Epitácio Pessoa,27/01/2001,34.5,142.062.724,-368.114,2001-01-27
Epitácio Pessoa,28/01/2001,34.5,141.878.667,-184.057,2001-01-28
Epitácio Pessoa,29/01/2001,34.4,141.694.610,-184.057,2001-01-29
Epitácio Pessoa,30/01/2001,34.4,141.510.553,-184.057,2001-01-30
Epitácio Pessoa,31/01/2001,34.3,141.326.496,-184.057,2001-01-31
Epitácio Pessoa,01/02/2001,34.3,141.142.439,-184.057,2001-02-01
Epitácio Pessoa,02/02/2001,34.2,140.958.382,-184.057,2001-02-02
Epitácio Pessoa,03/02/2001,34.2,140.774.325,-184.057,2001-02-03
Epitácio Pessoa,04/02/2001,34.1,140.406.211,-368.114,2001-02-04
Epitácio Pessoa,05/02/2001,34.1,140.222.154,-184.057,2001-02-05
Epitácio Pessoa,06/02/2001,34.0,140.038.097,-184.057,2001-02-06
Epitácio Pessoa,07/02/2001,34.0,139.854.040,-184.057,2001-02-07
Epitácio Pessoa,08/02/2001,33.9,139.669.983,-184.057,2001-02-08
Epitácio Pessoa,09/02/2001,33.9,139.485.926,-184.057,2001-02-09
Epitácio Pessoa,10/02/2001,33.8,139.301.869,-184.057,2001-02-10
Epitácio Pessoa,11/02/2001,33.7,138.933.755,-368.114,2001-02-11
Epitácio Pessoa,12/02/2001,33.7,138.749.698,-184.057,2001-02-12
Epitácio Pessoa,13/02/2001,33.7,138.565.641,-184.057,2001-02-13
Epitácio Pessoa,14/02/2001,33.6,138.197.527,-368.114,2001-02-14
Epitácio Pessoa,15/02/2001,33.5,138.013.470,-184.057,2001-02-15
Epitácio Pessoa,16/02/2001,33.5,137.829.413,-184.057,2001-02-16
Epitácio Pessoa,17/02/2001,33.4,137.645.356,-184.057,2001-02-17
Epitácio Pessoa,18/02/2001,33.4,137.461.299,-184.057,2001-02-18
Epitácio Pessoa,19/02/2001,33.3,137.277.242,-184.057,2001-02-19
Epitácio Pessoa,20/02/2001,33.3,136.909.128,-368.114,2001-02-20
Epitácio Pessoa,21/02/2001,33.2,136.725.071,-184.057,2001-02-21
Epitácio Pessoa,22/02/2001,33.2,136.541.014,-184.057,2001-02-22
Epitácio Pessoa,23/02/2001,33.1,136.356.957,-184.057,2001-02-23
Epitácio Pessoa,24/02/2001,33.1,136.172.900,-184.057,2001-02-24
Epitácio Pessoa,25/02/2001,33.0,135.988.843,-184.057,2001-02-25
Epitácio Pessoa,26/02/2001,33.0,135.804.786,-184.057,2001-02-26
Epitácio Pessoa,27/02/2001,32.9,135.620.729,-184.057,2001-02-27
Epitácio Pessoa,28/02/2001,32.9,135.436.672,-184.057,2001-02-28
Epitácio Pessoa,01/03/2001,32.9,135.252.615,-184.057,2001-03-01
Epitácio Pessoa,02/03/2001,32.8,134.884.501,-368.114,2001-03-02
Epitácio Pessoa,03/03/2001,32.7,134.700.444,-184.057,2001-03-03
Epitácio Pessoa,04/03/2001,32.7,134.516.387,-184.057,2001-03-04
Epitácio Pessoa,05/03/2001,32.6,134.148.273,-368.114,2001-03-05
Epitácio Pessoa,06/03/2001,32.5,133.964.216,-184.057,2001-03-06
Epitácio Pessoa,07/03/2001,32.5,133.780.159,-184.057,2001-03-07
Epitácio Pessoa,08/03/2001,32.5,133.596.102,-184.057,2001-03-08
Epitácio Pessoa,09/03/2001,32.4,133.227.988,-368.114,2001-03-09
Epitácio Pessoa,10/03/2001,34.7,142.983.009,9.755.021,2001-03-10
Epitácio Pessoa,11/03/2001,35.0,144.271.408,1.288.399,2001-03-11
Epitácio Pessoa,12/03/2001,35.3,145.191.693,920.285,2001-03-12
Epitácio Pessoa,13/03/2001,35.4,145.559.807,368.114,2001-03-13
Epitácio Pessoa,14/03/2001,35.7,147.032.263,1.472.456,2001-03-14
Epitácio Pessoa,15/03/2001,36.8,151.391.197,4.358.934,2001-03-15
Epitácio Pessoa,16/03/2001,37.3,153.452.967,2.061.770,2001-03-16
Epitácio Pessoa,17/03/2001,37.4,153.865.320,412.353,2001-03-17
Epitácio Pessoa,18/03/2001,37.4,154.071.497,206.177,2001-03-18
Epitácio Pessoa,19/03/2001,37.5,154.277.674,206.177,2001-03-19
Epitácio Pessoa,20/03/2001,37.5,154.277.674,0,2001-03-20
Epitácio Pessoa,21/03/2001,37.5,154.277.674,0,2001-03-21
Epitácio Pessoa,22/03/2001,37.4,154.071.497,-206.177,2001-03-22
Epitácio Pessoa,23/03/2001,37.4,153.865.320,-206.177,2001-03-23
Epitácio Pessoa,24/03/2001,37.3,153.659.144,-206.176,2001-03-24
Epitácio Pessoa,25/03/2001,37.3,153.452.967,-206.177,2001-03-25
Epitácio Pessoa,26/03/2001,37.2,153.246.790,-206.177,2001-03-26
Epitácio Pessoa,27/03/2001,37.2,153.040.613,-206.177,2001-03-27
Epitácio Pessoa,28/03/2001,37.2,153.040.613,0,2001-03-28
Epitácio Pessoa,29/03/2001,37.1,152.834.436,-206.177,2001-03-29
Epitácio Pessoa,30/03/2001,37.2,153.040.613,206.177,2001-03-30
Epitácio Pessoa,31/03/2001,37.5,154.483.851,1.443.238,2001-03-31
Epitácio Pessoa,01/04/2001,37.8,155.514.736,1.030.885,2001-04-01
Epitácio Pessoa,02/04/2001,37.8,155.720.913,206.177,2001-04-02
Epitácio Pessoa,03/04/2001,38.0,156.339.444,618.531,2001-04-03
Epitácio Pessoa,04/04/2001,38.1,156.751.798,412.354,2001-04-04
Epitácio Pessoa,05/04/2001,38.1,156.751.798,0,2001-04-05
Epitácio Pessoa,06/04/2001,38.0,156.545.621,-206.177,2001-04-06
Epitácio Pessoa,07/04/2001,38.0,156.339.444,-206.177,2001-04-07
Epitácio Pessoa,08/04/2001,38.0,156.339.444,0,2001-04-08
Epitácio Pessoa,09/04/2001,38.0,156.339.444,0,2001-04-09
Epitácio Pessoa,10/04/2001,37.9,156.133.267,-206.177,2001-04-10
Epitácio Pessoa,11/04/2001,37.9,155.927.090,-206.177,2001-04-11
Epitácio Pessoa,12/04/2001,37.8,155.720.913,-206.177,2001-04-12
Epitácio Pessoa,13/04/2001,37.8,155.514.736,-206.177,2001-04-13
Epitácio Pessoa,14/04/2001,37.7,155.308.559,-206.177,2001-04-14
Epitácio Pessoa,15/04/2001,37.7,155.102.382,-206.177,2001-04-15
Epitácio Pessoa,16/04/2001,37.6,154.896.205,-206.177,2001-04-16
Epitácio Pessoa,17/04/2001,37.6,154.690.028,-206.177,2001-04-17
Epitácio Pessoa,18/04/2001,37.5,154.483.851,-206.177,2001-04-18
Epitácio Pessoa,19/04/2001,37.5,154.483.851,0,2001-04-19
Epitácio Pessoa,20/04/2001,37.5,154.277.674,-206.177,2001-04-20
Epitácio Pessoa,21/04/2001,37.5,154.277.674,0,2001-04-21
Epitácio Pessoa,22/04/2001,37.4,154.071.497,-206.177,2001-04-22
Epitácio Pessoa,23/04/2001,37.4,153.865.320,-206.177,2001-04-23
Epitácio Pessoa,24/04/2001,37.3,153.659.144,-206.176,2001-04-24
Epitácio Pessoa,25/04/2001,37.3,153.452.967,-206.177,2001-04-25
Epitácio Pessoa,26/04/2001,37.2,153.246.790,-206.177,2001-04-26
Epitácio Pessoa,27/04/2001,37.2,153.040.613,-206.177,2001-04-27
Epitácio Pessoa,28/04/2001,37.1,152.834.436,-206.177,2001-04-28
Epitácio Pessoa,29/04/2001,37.1,152.628.259,-206.177,2001-04-29
Epitácio Pessoa,30/04/2001,37.0,152.422.082,-206.177,2001-04-30
Epitácio Pessoa,01/05/2001,37.0,152.215.905,-206.177,2001-05-01
Epitácio Pessoa,02/05/2001,36.9,152.009.728,-206.177,2001-05-02
