Açude,Data do registro,Volume (%),Volume (m³),Afluência/Defluência (m²),data
Epitácio Pessoa,03/05/2001,36.9,151.803.551,-206.177,2001-05-03
Epitácio Pessoa,04/05/2001,36.8,151.597.374,-206.177,2001-05-04
Epitácio Pessoa,05/05/2001,36.8,151.391.197,-206.177,2001-05-05
Epitácio Pessoa,06/05/2001,36.7,151.185.020,-206.177,2001-05-06
Epitácio Pessoa,07/05/2001,36.7,150.978.843,-206.177,2001-05-07
Epitácio Pessoa,08/05/2001,36.6,150.772.666,-206.177,2001-05-08
Epitácio Pessoa,09/05/2001,36.6,150.566.489,-206.177,2001-05-09
Epitácio Pessoa,10/05/2001,36.5,150.360.312,-206.177,2001-05-10
Epitácio Pessoa,11/05/2001,36.5,150.154.135,-206.177,2001-05-11
Epitácio Pessoa,12/05/2001,36.4,149.947.958,-206.177,2001-05-12
Epitácio Pessoa,13/05/2001,36.4,149.741.781,-206.177,2001-05-13
Epitácio Pessoa,14/05/2001,36.3,149.535.604,-206.177,2001-05-14
Epitácio Pessoa,15/05/2001,36.3,149.329.427,-206.177,2001-05-15
Epitácio Pessoa,16/05/2001,36.2,149.123.250,-206.177,2001-05-16
Epitácio Pessoa,17/05/2001,36.2,148.917.073,-206.177,2001-05-17
Epitácio Pessoa,18/05/2001,36.1,148.710.896,-206.177,2001-05-18
Epitácio Pessoa,19/05/2001,36.1,148.504.720,-206.176,2001-05-19
Epitácio Pessoa,20/05/2001,36.0,148.320.662,-184.058,2001-05-20
Epitácio Pessoa,21/05/2001,36.0,148.136.605,-184.057,2001-05-21
Epitácio Pessoa,22/05/2001,35.9,147.952.548,-184.057,2001-05-22
Epitácio Pessoa,23/05/2001,35.9,147.768.491,-184.057,2001-05-23
Epitácio Pessoa,24/05/2001,35.8,147.584.434,-184.057,2001-05-24
Epitácio Pessoa,25/05/2001,35.8,147.400.377,-184.057,2001-05-25
Epitácio Pessoa,26/05/2001,35.8,147.216.320,-184.057,2001-05-26
Epitácio Pessoa,27/05/2001,35.7,147.032.263,-184.057,2001-05-27
Epitácio Pessoa,28/05/2001,35.6,146.664.149,-368.114,2001-05-28
Epitácio Pessoa,29/05/2001,35.6,146.480.092,-184.057,2001-05-29
Epitácio Pessoa,30/05/2001,35.5,146.296.035,-184.057,2001-05-30
Epitácio Pessoa,31/05/2001,35.5,146.296.035,0,2001-05-31
Epitácio Pessoa,01/06/2001,35.5,146.111.978,-184.057,2001-06-01
Epitácio Pessoa,02/06/2001,35.4,145.927.921,-184.057,2001-06-02
Epitácio Pessoa,03/06/2001,35.4,145.743.864,-184.057,2001-06-03
Epitácio Pessoa,04/06/2001,35.4,145.743.864,0,2001-06-04
Epitácio Pessoa,05/06/2001,35.4,145.559.807,-184.057,2001-06-05
Epitácio Pessoa,06/06/2001,35.3,145.375.750,-184.057,2001-06-06
Epitácio Pessoa,07/06/2001,35.3,145.191.693,-184.057,2001-06-07
Epitácio Pessoa,08/06/2001,35.3,145.191.693,0,2001-06-08
Epitácio Pessoa,09/06/2001,35.2,145.007.636,-184.057,2001-06-09
Epitácio Pessoa,10/06/2001,35.2,144.823.579,-184.057,2001-06-10
Epitácio Pessoa,11/06/2001,35.2,144.823.579,0,2001-06-11
Epitácio Pessoa,12/06/2001,35.1,144.639.522,-184.057,2001-06-12
Epitácio Pessoa,13/06/2001,35.1,144.639.522,0,2001-06-13
Epitácio Pessoa,14/06/2001,35.2,144.823.579,184.057,2001-06-14
Epitácio Pessoa,15/06/2001,35.1,144.639.522,-184.057,2001-06-15
Epitácio Pessoa,16/06/2001,35.1,144.455.465,-184.057,2001-06-16
Epitácio Pessoa,17/06/2001,35.0,144.271.408,-184.057,2001-06-17
Epitácio Pessoa,18/06/2001,35.0,144.087.351,-184.057,2001-06-18
Epitácio Pessoa,19/06/2001,35.0,144.087.351,0,2001-06-19
Epitácio Pessoa,20/06/2001,35.0,143.903.294,-184.057,2001-06-20
Epitácio Pessoa,21/06/2001,34.9,143.719.237,-184.057,2001-06-21
Epitácio Pessoa,22/06/2001,34.9,143.535.180,-184.057,2001-06-22
Epitácio Pessoa,23/06/2001,34.8,143.351.123,-184.057,2001-06-23
Epitácio Pessoa,24/06/2001,34.8,143.351.123,0,2001-06-24
Epitácio Pessoa,25/06/2001,34.8,143.167.066,-184.057,2001-06-25
Epitácio Pessoa,26/06/2001,34.7,142.983.009,-184.057,2001-06-26
Epitácio Pessoa,27/06/2001,34.9,143.535.180,552.171,2001-06-27
Epitácio Pessoa,28/06/2001,34.9,143.719.237,184.057,2001-06-28
Epitácio Pessoa,29/06/2001,34.9,143.719.237,0,2001-06-29
Epitácio Pessoa,30/06/2001,34.9,143.535.180,-184.057,2001-06-30
Epitácio Pessoa,01/07/2001,34.9,143.535.180,0,2001-07-01
Epitácio Pessoa,02/07/2001,34.8,143.351.123,-184.057,2001-07-02
Epitácio Pessoa,03/07/2001,34.8,143.167.066,-184.057,2001-07-03
Epitácio Pessoa,04/07/2001,34.8,143.167.066,0,2001-07-04
Epitácio Pessoa,05/07/2001,34.7,142.983.009,-184.057,2001-07-05
Epitácio Pessoa,06/07/2001,34.7,142.983.009,0,2001-07-06
Epitácio Pessoa,07/07/2001,34.7,142.798.952,-184.057,2001-07-07
Epitácio Pessoa,08/07/2001,34.6,142.614.895,-184.057,2001-07-08
Epitácio Pessoa,09/07/2001,34.6,142.614.895,0,2001-07-09
Epitácio Pessoa,10/07/2001,34.6,142.430.838,-184.057,2001-07-10
Epitácio Pessoa,11/07/2001,34.6,142.246.781,-184.057,2001-07-11
Epitácio Pessoa,12/07/2001,34.6,142.246.781,0,2001-07-12
Epitácio Pessoa,13/07/2001,34.5,142.062.724,-184.057,2001-07-13
Epitácio Pessoa,14/07/2001,34.5,141.878.667,-184.057,2001-07-14
Epitácio Pessoa,15/07/2001,34.4,141.694.610,-184.057,2001-07-15
Epitácio Pessoa,16/07/2001,34.4,141.510.553,-184.057,2001-07-16
Epitácio Pessoa,17/07/2001,34.4,141.510.553,0,2001-07-17
Epitácio Pessoa,18/07/2001,34.3,141.326.496,-184.057,2001-07-18
Epitácio Pessoa,19/07/2001,34.3,141.142.439,-184.057,2001-07-19
Epitácio Pessoa,20/07/2001,34.3,141.142.439,0,2001-07-20
Epitácio Pessoa,21/07/2001,34.3,141.326.496,184.057,2001-07-21
Epitácio Pessoa,22/07/2001,34.3,141.326.496,0,2001-07-22
Epitácio Pessoa,23/07/2001,34.3,141.142.439,-184.057,2001-07-23
Epitácio Pessoa,24/07/2001,34.2,140.958.382,-184.057,2001-07-24
Epitácio Pessoa,25/07/2001,34.2,140.774.325,-184.057,2001-07-25
Epitácio Pessoa,26/07/2001,34.1,140.590.268,-184.057,2001-07-26
Epitácio Pessoa,27/07/2001,34.1,140.590.268,0,2001-07-27
Epitácio Pessoa,28/07/2001,34.1,140.406.211,-184.057,2001-07-28
Epitácio Pessoa,29/07/2001,34.1,140.222.154,-184.057,2001-07-29
Epitácio Pessoa,30/07/2001,34.1,140.222.154,0,2001-07-30
Epitácio Pessoa,31/07/2001,34.0,140.038.097,-184.057,2001-07-31
Epitácio Pessoa,01/08/2001,34.0,139.854.040,-184.057,2001-08-01
Epitácio Pessoa,02/08/2001,33.9,139.669.983,-184.057,2001-08-02
Epitácio Pessoa,03/08/2001,33.9,139.669.983,0,2001-08-03
Epitácio Pessoa,04/08/2001,33.9,139.485.926,-184.057,2001-08-04
Epitácio Pessoa,05/08/2001,33.9,139.485.926,0,2001-08-05
Epitácio Pessoa,06/08/2001,33.8,139.301.869,-184.057,2001-08-06
Epitácio Pessoa,07/08/2001,33.8,139.117.812,-184.057,2001-08-07
Epitácio Pessoa,08/08/2001,33.8,139.117.812,0,2001-08-08
Epitácio Pessoa,09/08/2001,33.7,138.933.755,-184.057,2001-08-09
Epitácio Pessoa,10/08/2001,33.7,138.749.698,-184.057,2001-08-10
Epitácio Pessoa,11/08/2001,33.7,138.565.641,-184.057,2001-08-11
Epitácio Pessoa,12/08/2001,33.6,138.381.584,-184.057,2001-08-12
Epitácio Pessoa,13/08/2001,33.6,138.197.527,-184.057,2001-08-13
Epitácio Pessoa,14/08/2001,33.5,138.013.470,-184.057,2001-08-14
Epitácio Pessoa,15/08/2001,33.5,137.829.413,-184.057,2001-08-15
Epitácio Pessoa,16/08/2001,33.5,137.829.413,0,2001-08-16
Epitácio Pessoa,17/08/2001,33.4,137.645.356,-184.057,2001-08-17
Epitácio Pessoa,18/08/2001,33.4,137.461.299,-184.057,2001-08-18
Epitácio Pessoa,19/08/2001,33.3,137.277.242,-184.057,2001-08-19
Epitácio Pessoa,20/08/2001,33.3,137.093.185,-184.057,2001-08-20
Epitácio Pessoa,21/08/2001,33.3,137.093.185,0,2001-08-21
Epitácio Pessoa,22/08/2001,33.3,136.909.128,-184.057,2001-08-22
Epitácio Pessoa,23/08/2001,33.2,136.725.071,-184.057,2001-08-23
Epitácio Pessoa,24/08/2001,33.2,136.541.014,-184.057,2001-08-24
Epitácio Pessoa,25/08/2001,33.1,136.356.957,-184.057,2001-08-25
Epitácio Pessoa,26/08/2001,33.1,136.172.900,-184.057,2001-08-26
Epitácio Pessoa,27/08/2001,33.0,135.988.843,-184.057,2001-08-27
Epitácio Pessoa,28/08/2001,33.0,135.804.786,-184.057,2001-08-28
Epitácio Pessoa,29/08/2001,32.9,135.620.729,-184.057,2001-08-29
Epitácio Pessoa,30/08/2001,32.9,135.620.729,0,2001-08-30
Epitácio Pessoa,31/08/2001,32.9,135.436.672,-184.057,2001-08-31
Epitácio Pessoa,01/09/2001,32.8,135.068.558,-368.114,2001-09-01
Epitácio Pessoa,02/09/2001,32.8,135.068.558,0,2001-09-02
Epitácio Pessoa,03/09/2001,32.8,135.068.558,0,2001-09-03
Epitácio Pessoa,04/09/2001,32.8,134.884.501,-184.057,2001-09-04
Epitácio Pessoa,05/09/2001,32.8,134.884.501,0,2001-09-05
Epitácio Pessoa,06/09/2001,32.7,134.700.444,-184.057,2001-09-06
Epitácio Pessoa,07/09/2001,32.7,134.516.387,-184.057,2001-09-07
Epitácio Pessoa,08/09/2001,32.6,134.332.330,-184.057,2001-09-08
Epitácio Pessoa,09/09/2001,32.6,134.148.273,-184.057,2001-09-09
Epitácio Pessoa,10/09/2001,32.5,133.780.159,-368.114,2001-09-10
Epitácio Pessoa,11/09/2001,32.5,133.780.159,0,2001-09-11
Epitácio Pessoa,12/09/2001,32.5,133.596.102,-184.057,2001-09-12
Epitácio Pessoa,13/09/2001,32.4,133.412.045,-184.057,2001-09-13
Epitácio Pessoa,14/09/2001,32.4,133.227.988,-184.057,2001-09-14
Epitácio Pessoa,15/09/2001,32.3,133.043.931,-184.057,2001-09-15
Epitácio Pessoa,16/09/2001,32.3,132.859.874,-184.057,2001-09-16
Epitácio Pessoa,17/09/2001,32.2,132.675.817,-184.057,2001-09-17
Epitácio Pessoa,18/09/2001,32.2,132.491.760,-184.057,2001-09-18
Epitácio Pessoa,19/09/2001,32.1,132.307.703,-184.057,2001-09-19
Epitácio Pessoa,20/09/2001,32.1,132.123.646,-184.057,2001-09-20
Epitácio Pessoa,21/09/2001,32.0,131.939.589,-184.057,2001-09-21
Epitácio Pessoa,22/09/2001,32.0,131.755.532,-184.057,2001-09-22
Epitácio Pessoa,23/09/2001,32.0,131.571.475,-184.057,2001-09-23
Epitácio Pessoa,24/09/2001,31.9,131.387.418,-184.057,2001-09-24
Epitácio Pessoa,25/09/2001,31.8,131.019.304,-368.114,2001-09-25
Epitácio Pessoa,26/09/2001,31.8,130.835.247,-184.057,2001-09-26
Epitácio Pessoa,27/09/2001,31.7,130.467.133,-368.114,2001-09-27
Epitácio Pessoa,28/09/2001,31.6,130.283.076,-184.057,2001-09-28
Epitácio Pessoa,29/09/2001,31.6,130.099.019,-184.057,2001-09-29
Epitácio Pessoa,30/09/2001,31.6,129.934.536,-164.483,2001-09-30
Epitácio Pessoa,01/10/2001,31.5,129.770.054,-164.482,2001-10-01
Epitácio Pessoa,02/10/2001,31.5,129.605.571,-164.483,2001-10-02
Epitácio Pessoa,03/10/2001,31.4,129.276.606,-328.965,2001-10-03
Epitácio Pessoa,04/10/2001,31.4,129.112.124,-164.482,2001-10-04
Epitácio Pessoa,05/10/2001,31.3,128.947.641,-164.483,2001-10-05
Epitácio Pessoa,06/10/2001,31.3,128.783.159,-164.482,2001-10-06
Epitácio Pessoa,07/10/2001,31.2,128.618.676,-164.483,2001-10-07
Epitácio Pessoa,08/10/2001,31.2,128.618.676,0,2001-10-08
Epitácio Pessoa,09/10/2001,31.2,128.454.194,-164.482,2001-10-09
Epitácio Pessoa,10/10/2001,31.2,128.289.711,-164.483,2001-10-10
Epitácio Pessoa,11/10/2001,31.1,128.125.229,-164.482,2001-10-11
Epitácio Pessoa,12/10/2001,31.1,127.960.746,-164.483,2001-10-12
Epitácio Pessoa,13/10/2001,31.1,127.960.746,0,2001-10-13
Epitácio Pessoa,14/10/2001,31.1,127.960.746,0,2001-10-14
Epitácio Pessoa,15/10/2001,31.0,127.796.264,-164.482,2001-10-15
Epitácio Pessoa,16/10/2001,31.0,127.796.264,0,2001-10-16
Epitácio Pessoa,17/10/2001,31.0,127.631.781,-164.483,2001-10-17
Epitácio Pessoa,18/10/2001,31.0,127.467.299,-164.482,2001-10-18
Epitácio Pessoa,19/10/2001,30.9,127.302.816,-164.483,2001-10-19
Epitácio Pessoa,20/10/2001,30.9,127.138.334,-164.482,2001-10-20
Epitácio Pessoa,21/10/2001,30.8,126.973.851,-164.483,2001-10-21
Epitácio Pessoa,22/10/2001,30.8,126.809.369,-164.482,2001-10-22
Epitácio Pessoa,23/10/2001,30.8,126.644.886,-164.483,2001-10-23
Epitácio Pessoa,24/10/2001,30.7,126.315.921,-328.965,2001-10-24
Epitácio Pessoa,25/10/2001,30.6,126.151.439,-164.482,2001-10-25
Epitácio Pessoa,26/10/2001,30.6,125.986.956,-164.483,2001-10-26
Epitácio Pessoa,27/10/2001,30.6,125.822.474,-164.482,2001-10-27
Epitácio Pessoa,28/10/2001,30.5,125.657.991,-164.483,2001-10-28
Epitácio Pessoa,29/10/2001,30.5,125.493.509,-164.482,2001-10-29
Epitácio Pessoa,30/10/2001,30.4,125.329.026,-164.483,2001-10-30
Epitácio Pessoa,31/10/2001,30.4,125.164.544,-164.482,2001-10-31
Epitácio Pessoa,01/11/2001,30.4,125.000.061,-164.483,2001-11-01
Epitácio Pessoa,02/11/2001,30.3,124.835.579,-164.482,2001-11-02
Epitácio Pessoa,03/11/2001,30.3,124.671.096,-164.483,2001-11-03
Epitácio Pessoa,04/11/2001,30.2,124.506.614,-164.482,2001-11-04
Epitácio Pessoa,05/11/2001,30.2,124.342.131,-164.483,2001-11-05
Epitácio Pessoa,06/11/2001,30.1,124.013.166,-328.965,2001-11-06
Epitácio Pessoa,07/11/2001,30.1,123.848.684,-164.482,2001-11-07
Epitácio Pessoa,08/11/2001,30.0,123.684.201,-164.483,2001-11-08
Epitácio Pessoa,09/11/2001,30.0,123.519.719,-164.482,2001-11-09
Epitácio Pessoa,10/11/2001,30.0,123.355.236,-164.483,2001-11-10
Epitácio Pessoa,11/11/2001,29.9,123.190.754,-164.482,2001-11-11
Epitácio Pessoa,12/11/2001,29.9,123.026.271,-164.483,2001-11-12
Epitácio Pessoa,13/11/2001,29.8,122.861.789,-164.482,2001-11-13
Epitácio Pessoa,14/11/2001,29.8,122.697.306,-164.483,2001-11-14
Epitácio Pessoa,15/11/2001,29.7,122.368.341,-328.965,2001-11-15
Epitácio Pessoa,16/11/2001,29.7,122.203.859,-164.482,2001-11-16
Epitácio Pessoa,17/11/2001,29.6,122.039.376,-164.483,2001-11-17
Epitácio Pessoa,18/11/2001,29.6,121.874.894,-164.482,2001-11-18
Epitácio Pessoa,19/11/2001,29.6,121.710.412,-164.482,2001-11-19
Epitácio Pessoa,20/11/2001,29.5,121.381.447,-328.965,2001-11-20
Epitácio Pessoa,21/11/2001,29.4,121.216.964,-164.483,2001-11-21
Epitácio Pessoa,22/11/2001,29.4,121.052.482,-164.482,2001-11-22
Epitácio Pessoa,23/11/2001,29.4,120.887.999,-164.483,2001-11-23
Epitácio Pessoa,24/11/2001,29.3,120.723.517,-164.482,2001-11-24
Epitácio Pessoa,25/11/2001,29.3,120.559.034,-164.483,2001-11-25
Epitácio Pessoa,26/11/2001,29.2,120.394.552,-164.482,2001-11-26
Epitácio Pessoa,27/11/2001,29.2,120.065.587,-328.965,2001-11-27
Epitácio Pessoa,28/11/2001,29.1,119.901.104,-164.483,2001-11-28
Epitácio Pessoa,29/11/2001,29.1,119.736.622,-164.482,2001-11-29
Epitácio Pessoa,30/11/2001,29.0,119.572.139,-164.483,2001-11-30
Epitácio Pessoa,01/12/2001,29.0,119.407.657,-164.482,2001-12-01
Epitácio Pessoa,02/12/2001,29.0,119.243.174,-164.483,2001-12-02
Epitácio Pessoa,03/12/2001,28.9,118.914.209,-328.965,2001-12-03
Epitácio Pessoa,04/12/2001,28.8,118.749.727,-164.482,2001-12-04
Epitácio Pessoa,05/12/2001,28.8,118.585.244,-164.483,2001-12-05
Epitácio Pessoa,06/12/2001,28.8,118.420.762,-164.482,2001-12-06
Epitácio Pessoa,07/12/2001,28.7,118.256.279,-164.483,2001-12-07
Epitácio Pessoa,08/12/2001,28.7,118.091.797,-164.482,2001-12-08
Epitácio Pessoa,09/12/2001,28.6,117.762.832,-328.965,2001-12-09
Epitácio Pessoa,10/12/2001,28.6,117.598.349,-164.483,2001-12-10
Epitácio Pessoa,11/12/2001,28.5,117.433.867,-164.482,2001-12-11
Epitácio Pessoa,12/12/2001,28.5,117.269.384,-164.483,2001-12-12
Epitácio Pessoa,13/12/2001,28.4,117.104.902,-164.482,2001-12-13
Epitácio Pessoa,14/12/2001,28.4,116.940.419,-164.483,2001-12-14
Epitácio Pessoa,15/12/2001,28.4,116.775.937,-164.482,2001-12-15
Epitácio Pessoa,16/12/2001,28.3,116.611.454,-164.483,2001-12-16
Epitácio Pessoa,17/12/2001,28.3,116.446.972,-164.482,2001-12-17
Epitácio Pessoa,18/12/2001,28.2,116.282.489,-164.483,2001-12-18
Epitácio Pessoa,19/12/2001,28.2,116.118.007,-164.482,2001-12-19
Epitácio Pessoa,20/12/2001,28.2,115.953.524,-164.483,2001-12-20
Epitácio Pessoa,21/12/2001,28.1,115.789.042,-164.482,2001-12-21
Epitácio Pessoa,22/12/2001,28.1,115.624.559,-164.483,2001-12-22
Epitácio Pessoa,23/12/2001,28.0,115.460.077,-164.482,2001-12-23
Epitácio Pessoa,24/12/2001,28.0,115.131.112,-328.965,2001-12-24
Epitácio Pessoa,25/12/2001,27.9,114.966.629,-164.483,2001-12-25
Epitácio Pessoa,26/12/2001,27.9,114.802.147,-164.482,2001-12-26
Epitácio Pessoa,27/12/2001,27.8,114.637.664,-164.483,2001-12-27
Epitácio Pessoa,28/12/2001,27.8,114.473.182,-164.482,2001-12-28
Epitácio Pessoa,29/12/2001,27.8,114.308.699,-164.483,2001-12-29
Epitácio Pessoa,30/12/2001,27.7,114.144.217,-164.482,2001-12-30
Epitácio Pessoa,31/12/2001,27.6,113.815.252,-328.965,2001-12-31
Epitácio Pessoa,01/01/2002,27.6,113.650.770,-164.482,2002-01-01
Epitácio Pessoa,02/01/2002,27.6,113.650.770,0,2002-01-02
Epitácio Pessoa,03/01/2002,27.6,113.650.770,0,2002-01-03
Epitácio Pessoa,04/01/2002,28.1,115.624.559,1.973.789,2002-01-04
Epitácio Pessoa,05/01/2002,28.5,117.269.384,1.644.825,2002-01-05
Epitácio Pessoa,06/01/2002,35.8,147.216.320,29.946.936,2002-01-06
Epitácio Pessoa,07/01/2002,36.9,151.803.551,4.587.231,2002-01-07
Epitácio Pessoa,08/01/2002,37.9,155.927.090,4.123.539,2002-01-08
Epitácio Pessoa,09/01/2002,38.2,157.164.152,1.237.062,2002-01-09
Epitácio Pessoa,10/01/2002,38.3,157.782.683,618.531,2002-01-10
Epitácio Pessoa,11/01/2002,38.4,158.195.037,412.354,2002-01-11
Epitácio Pessoa,12/01/2002,38.5,158.607.391,412.354,2002-01-12
Epitácio Pessoa,13/01/2002,38.5,158.607.391,0,2002-01-13
Epitácio Pessoa,14/01/2002,38.5,158.401.214,-206.177,2002-01-14
Epitácio Pessoa,15/01/2002,38.5,158.401.214,0,2002-01-15
Epitácio Pessoa,16/01/2002,38.5,158.401.214,0,2002-01-16
Epitácio Pessoa,17/01/2002,38.5,158.401.214,0,2002-01-17
Epitácio Pessoa,18/01/2002,38.6,158.813.568,412.354,2002-01-18
Epitácio Pessoa,19/01/2002,38.6,158.813.568,0,2002-01-19
Epitácio Pessoa,20/01/2002,38.6,158.813.568,0,2002-01-20
Epitácio Pessoa,21/01/2002,38.5,158.607.391,-206.177,2002-01-21
Epitácio Pessoa,22/01/2002,38.5,158.401.214,-206.177,2002-01-22
Epitácio Pessoa,23/01/2002,38.5,158.401.214,0,2002-01-23
Epitácio Pessoa,24/01/2002,38.4,158.195.037,-206.177,2002-01-24
Epitácio Pessoa,25/01/2002,38.4,158.195.037,0,2002-01-25
Epitácio Pessoa,26/01/2002,38.4,157.988.860,-206.177,2002-01-26
Epitácio Pessoa,27/01/2002,38.3,157.782.683,-206.177,2002-01-27
Epitácio Pessoa,28/01/2002,38.3,157.576.506,-206.177,2002-01-28
Epitácio Pessoa,29/01/2002,38.3,157.576.506,0,2002-01-29
Epitácio Pessoa,30/01/2002,38.2,157.370.329,-206.177,2002-01-30
Epitácio Pessoa,31/01/2002,38.2,157.164.152,-206.177,2002-01-31
Epitácio Pessoa,01/02/2002,38.1,156.957.975,-206.177,2002-02-01
Epitácio Pessoa,02/02/2002,38.1,156.957.975,0,2002-02-02
Epitácio Pessoa,03/02/2002,38.1,156.957.975,0,2002-02-03
Epitácio Pessoa,04/02/2002,38.2,157.370.329,412.354,2002-02-04
Epitácio Pessoa,05/02/2002,39.1,160.875.337,3.505.008,2002-02-05
Epitácio Pessoa,06/02/2002,39.3,161.700.045,824.708,2002-02-06
Epitácio Pessoa,07/02/2002,39.4,162.318.576,618.531,2002-02-07
Epitácio Pessoa,08/02/2002,39.5,162.524.753,206.177,2002-02-08
Epitácio Pessoa,09/02/2002,39.5,162.730.930,206.177,2002-02-09
Epitácio Pessoa,10/02/2002,39.5,162.730.930,0,2002-02-10
Epitácio Pessoa,11/02/2002,39.6,162.937.107,206.177,2002-02-11
Epitácio Pessoa,12/02/2002,39.6,163.143.284,206.177,2002-02-12
Epitácio Pessoa,13/02/2002,39.6,163.143.284,0,2002-02-13
Epitácio Pessoa,14/02/2002,39.6,163.143.284,0,2002-02-14
Epitácio Pessoa,15/02/2002,39.9,164.380.345,1.237.061,2002-02-15
Epitácio Pessoa,16/02/2002,40.0,164.586.522,206.177,2002-02-16
Epitácio Pessoa,17/02/2002,40.2,165.411.230,824.708,2002-02-17
Epitácio Pessoa,18/02/2002,40.2,165.617.407,206.177,2002-02-18
Epitácio Pessoa,19/02/2002,40.3,165.823.584,206.177,2002-02-19
Epitácio Pessoa,20/02/2002,40.3,165.823.584,0,2002-02-20
Epitácio Pessoa,21/02/2002,40.2,165.617.407,-206.177,2002-02-21
Epitácio Pessoa,22/02/2002,40.2,165.411.230,-206.177,2002-02-22
Epitácio Pessoa,23/02/2002,40.2,165.411.230,0,2002-02-23
Epitácio Pessoa,24/02/2002,40.1,165.205.053,-206.177,2002-02-24
Epitácio Pessoa,25/02/2002,40.1,164.998.876,-206.177,2002-02-25
Epitácio Pessoa,26/02/2002,40.0,164.792.699,-206.177,2002-02-26
Epitácio Pessoa,27/02/2002,40.0,164.586.522,-206.177,2002-02-27
Epitácio Pessoa,28/02/2002,39.9,164.174.168,-412.354,2002-02-28
Epitácio Pessoa,01/03/2002,45.3,186.419.306,22.245.138,2002-03-01
Epitácio Pessoa,02/03/2002,45.2,186.188.680,-230.626,2002-03-02
Epitácio Pessoa,03/03/2002,45.2,185.958.055,-230.625,2002-03-03
Epitácio Pessoa,04/03/2002,45.3,186.419.306,461.251,2002-03-04
Epitácio Pessoa,05/03/2002,45.2,186.188.680,-230.626,2002-03-05
Epitácio Pessoa,06/03/2002,45.3,186.649.931,461.251,2002-03-06
Epitácio Pessoa,07/03/2002,45.4,187.111.181,461.250,2002-03-07
Epitácio Pessoa,08/03/2002,45.4,187.111.181,0,2002-03-08
Epitácio Pessoa,09/03/2002,45.4,187.111.181,0,2002-03-09
Epitácio Pessoa,10/03/2002,45.4,186.880.556,-230.625,2002-03-10
Epitácio Pessoa,11/03/2002,45.4,186.880.556,0,2002-03-11
Epitácio Pessoa,12/03/2002,45.3,186.649.931,-230.625,2002-03-12
Epitácio Pessoa,13/03/2002,45.3,186.419.306,-230.625,2002-03-13
Epitácio Pessoa,14/03/2002,45.2,186.188.680,-230.626,2002-03-14
Epitácio Pessoa,15/03/2002,45.2,185.958.055,-230.625,2002-03-15
Epitácio Pessoa,16/03/2002,45.1,185.727.430,-230.625,2002-03-16
Epitácio Pessoa,17/03/2002,45.1,185.496.805,-230.625,2002-03-17
Epitácio Pessoa,18/03/2002,45.0,185.266.179,-230.626,2002-03-18
Epitácio Pessoa,19/03/2002,45.0,185.266.179,0,2002-03-19
Epitácio Pessoa,20/03/2002,45.0,185.266.179,0,2002-03-20
Epitácio Pessoa,21/03/2002,44.9,185.035.554,-230.625,2002-03-21
Epitácio Pessoa,22/03/2002,44.9,184.804.929,-230.625,2002-03-22
Epitácio Pessoa,23/03/2002,44.8,184.574.304,-230.625,2002-03-23
Epitácio Pessoa,24/03/2002,44.8,184.343.679,-230.625,2002-03-24
Epitácio Pessoa,25/03/2002,44.8,184.343.679,0,2002-03-25
Epitácio Pessoa,26/03/2002,44.7,184.113.053,-230.626,2002-03-26
Epitácio Pessoa,27/03/2002,44.9,185.035.554,922.501,2002-03-27
Epitácio Pessoa,28/03/2002,45.0,185.266.179,230.625,2002-03-28
Epitácio Pessoa,29/03/2002,45.1,185.496.805,230.626,2002-03-29
Epitácio Pessoa,30/03/2002,45.1,185.496.805,0,2002-03-30
Epitácio Pessoa,31/03/2002,45.0,185.266.179,-230.626,2002-03-31
Epitácio Pessoa,01/04/2002,44.9,185.035.554,-230.625,2002-04-01
Epitácio Pessoa,02/04/2002,44.9,185.035.554,0,2002-04-02
Epitácio Pessoa,03/04/2002,44.9,184.804.929,-230.625,2002-04-03
Epitácio Pessoa,04/04/2002,44.9,184.804.929,0,2002-04-04
Epitácio Pessoa,05/04/2002,44.8,184.574.304,-230.625,2002-04-05
Epitácio Pessoa,06/04/2002,44.7,184.113.053,-461.251,2002-04-06
Epitácio Pessoa,07/04/2002,44.7,184.113.053,0,2002-04-07
Epitácio Pessoa,08/04/2002,44.7,183.882.428,-230.625,2002-04-08
Epitácio Pessoa,09/04/2002,44.4,182.959.928,-922.500,2002-04-09
Epitácio Pessoa,10/04/2002,44.6,183.421.178,461.250,2002-04-10
Epitácio Pessoa,11/04/2002,44.4,182.959.928,-461.250,2002-04-11
Epitácio Pessoa,12/04/2002,44.4,182.959.928,0,2002-04-12
Epitácio Pessoa,13/04/2002,44.4,182.729.302,-230.626,2002-04-13
Epitácio Pessoa,14/04/2002,44.3,182.498.677,-230.625,2002-04-14
Epitácio Pessoa,15/04/2002,44.6,183.651.803,1.153.126,2002-04-15
Epitácio Pessoa,16/04/2002,44.8,184.343.679,691.876,2002-04-16
Epitácio Pessoa,17/04/2002,44.8,184.343.679,0,2002-04-17
Epitácio Pessoa,18/04/2002,44.8,184.343.679,0,2002-04-18
Epitácio Pessoa,19/04/2002,44.8,184.343.679,0,2002-04-19
Epitácio Pessoa,20/04/2002,44.7,183.882.428,-461.251,2002-04-20
Epitácio Pessoa,21/04/2002,44.6,183.651.803,-230.625,2002-04-21
